_ano_pasta,_doc_path,_filename,categorias_gasto_count,fluxo_de_caixa_count,hospital,metricas_unitarias.custo_por_cirurgia,metricas_unitarias.custo_por_consulta,metricas_unitarias.custo_por_internacao,metricas_unitarias.custo_por_leito_mes,observacoes,oss_gestora,periodo.ano,periodo.mes,periodo.tipo_periodo,periodo.trimestre,rubricas_contabeis_detalhadas_count,valores_consolidados.recursos_devolvidos,valores_consolidados.recursos_executados,valores_consolidados.recursos_recebidos_outras_fontes,valores_consolidados.recursos_recebidos_ses,valores_consolidados.saldo_a_pagar,valores_consolidados.saldo_empenhado,valores_consolidados.saldo_final,valores_consolidados.saldo_inicial
2024,"C:\OSS-Goias\documentos\IGH\HEAPA\2024\21_Relatorio_Comparativo_Recursos\2024.11 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público (1).xlsx","2024.11 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público (1)",6,1,HEAPA,,,,,"Repasse SES (custeio e investimento) = R$ 0,00 no período. Contrato de Gestão n° 096/2016 com 10° Termo Aditivo, vigência 22/09/2023 a 29/05/2024. Outras entradas de R$ 128.943,98 sem especificação detalhada da fonte. Glosa por servidores cedidos não disponibilizada pela SES até o momento. Saldo anterior: R$ 46.132,83; Saldo final: R$ 46.203,32.",IGH,2024,11,mensal,,11,0,129191.23,128943.98,0,,,46203.32,46132.83
2024,"C:\OSS-Goias\documentos\IGH\HEAPA\2024\21_Relatorio_Comparativo_Recursos\2024.11 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público.pdf","2024.11 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público",7,1,HEAPA,,,,,"Repasse SES (custeio e investimento) consta como zero (R$ -) no período. Nota explicativa informa: 'Até o momento não foi disponibilizado pela SES.' Saldo anterior total: R$ 46.132,83. Total de entradas: R$ 129.261,72 (sendo R$ 0,47 de rendimentos de aplicações financeiras e R$ 128.943,98 de outras entradas). Total resgates de aplicação: R$ 44.839,90. Total aplicações financeiras: R$ 44.592,17. Saldo bancário final: R$ 46.203,32. Valores devolvidos à contratante: zero.",IGH,2024,11,mensal,,13,0.0,129191.23,128943.98,0.0,,,46203.32,46132.83
2024,"C:\OSS-Goias\documentos\IGH\HEAPA\2024\21_Relatorio_Comparativo_Recursos\2024.12 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público-Assinado.pdf","2024.12 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público-Assinado",8,1,HEAPA,,,,,"Repasse SES (custeio e investimento) zerado no período (previsão R$0). Saldo inicial de R$46.203,32. Total de entradas R$133.933,84 composto majoritariamente por receitas não governamentais (R$133.569,70) e rendimentos financeiros (R$361,94) e desbloqueio judicial (R$2,00). Total de saídas R$127.816,11 sendo o maior item custas processuais (R$57.328,21) e pessoal (R$64.095,69). Não houve devolução à contratante. Saldo final R$52.321,05. Vigência do contrato: 22/09/2023 a 29/05/2024 (10° Termo Aditivo ao CG 096/2016). Nota: os recursos são mantidos em c/c e de aplicação únicas.",IGH,2024,12,mensal,,15,0.0,127816.11,133569.7,0.0,,,52321.05,46203.32
2024,"C:\OSS-Goias\documentos\IGH\HEAPA\2024\21_Relatorio_Comparativo_Recursos\2024.12 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público.xlsx","2024.12 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público",6,1,HEAPA,,,,,"Competência Dezembro/2024. Repasse SES (custeio e investimento) = R$ 0. Outras entradas de R$ 133.569,70 incluem desbloqueio judicial de R$ 2,00. Rendimentos sobre aplicações financeiras totalizaram R$ 362,14. Resgates de aplicações: R$ 7.259,98. Novas aplicações: R$ 13.017,12. Saldo devolvido à contratante: R$ 0. Contrato de Gestão n° 096/2016 (10° Termo Aditivo), vigência 22/09/2023 a 29/05/2024. Previsão de repasse mensal zerada.",IGH,2024,12,mensal,,7,0,127816.11,133569.7,0,,,52321.05,46203.32
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-01.2018-1.xlsx,FLUXO-DE-CAIXA-01.2018-1,10,1,CREDEQ,,,,,"O hospital identificado no documento é CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia, não CRESM conforme instrução. OSS gestora: ABEVIDA. Contrato de Gestão nº 02/2014-SES, vigência 31/07/2014 a 30/07/2018, valor do repasse mensal contratado: R$ 2.700.000,00. Saldo anterior total: R$ 6.649.277,18 (CC: R$ 2.892.600,57 + Aplicação: R$ 3.756.676,61). Total de entradas: R$ 1.897.213,89. Total de gastos: R$ 3.196.195,52. Saldo bancário final (31/08/2018 conforme cabeçalho, mas período é janeiro/2018): R$ 5.350.295,55. Fonte: SIPEF - Relatório Financeiro fluxo de caixa XXIX.",ABEVIDA,2018,1,mensal,,11,0.0,3196195.52,33477.42,1863736.47,,,5350295.55,6649277.18
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-01.2018.pdf,FLUXO-DE-CAIXA-01.2018,10,1,CREDEQ,,,,,"Relatório mensal de janeiro/2018 do CREDEQ (Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia), gerido pela ABEVIDA. Contrato de Gestão Nº 02/2014-SES, vigência 31/07/2014 a 30/07/2018. Valor do repasse mensal do contrato: R$ 2.700.000,00. Saldo anterior composto por: Caixa Econômica Federal AG 1626 OP 003 C/C 2752-0 (R$ 2.892.600,57) e Aplicações Caixa Econômica Federal AG 1626 C/A 2752-0 (R$ 3.756.676,61). Saldo bancário final em 31/08/2018 registrado no documento. Fonte: Prestação de Contas SIPEF - Relatório Financeiro fluxo de caixa XXIX.",ABEVIDA,2018,1,mensal,,5,0.0,3196195.52,33477.42,1863736.47,,,5350295.55,6649277.18
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-01.2019.xlsx,FLUXO-DE-CAIXA-01.2019,9,1,CREDEQ,,,,,"Hospital identificado no documento como CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia, não CRESM conforme instrução. OSS: ABEVIDA (Associação Brasileira de Esperança e Vida). Contrato de Gestão nº 02/2014 - SES. Vigência: 31/07/2014 a 30/07/2019. Valor do repasse mensal contratual: R$ 2.700.000,00. Saldo final composto por: C/C R$ 50,00 + Aplicações R$ 70.788,64 = R$ 70.838,64. Saldo inicial composto principalmente por aplicações financeiras de R$ 94.717,83. Outras entradas além do repasse SES: rendimento financeiro R$ 226,04 e aporte de caixa R$ 3.112,72.",ABEVIDA,2019,1,mensal,,24,0,1288409.32,3338.76,1261112.88,,,70838.64,94717.83
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-01.2020-1.pdf,FLUXO-DE-CAIXA-01.2020-1,10,1,CREDEQ,,,,,"Unidade gerida: CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia. Contrato de Gestão Nº 02/2014 - SES. Vigência: 31/07/2014 à 26/01/2020. Valor do repasse mensal do contrato de gestão: R$ 1.889.033,50. Saldo anterior total: R$ 4.073,38 (Aplicações Caixa Econômica Federal AG 1626 C/A 2752-0). Saldo bancário em 31/01/2020: R$ 10.049,64. Fonte dos dados: Prestação de Contas SIPEF - Relatório Financeiro fluxo de caixa XXIX. Arquivo original: FLUXO-DE-CAIXA-01.2020-1.pdf.",ABEVIDA,2020,1,mensal,,0,0.0,1864651.61,,1858033.5,,,10049.64,4073.38
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-01.2020.xlsx,FLUXO-DE-CAIXA-01.2020,10,1,CREDEQ,,,,,"Hospital identificado no documento como CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia (não CRESM conforme instrução). Contrato de Gestão nº 02/2014 - SES, vigência 31/07/2014 a 26/01/2020. Valor do repasse mensal contratado: R$ 1.889.033,50. O repasse efetivamente recebido em janeiro/2020 foi R$ 1.858.033,50 (diferença de R$ 31.000,00 em relação ao valor contratado). Recursos de outras fontes incluem rendimento de aplicações (R$ 100,40), recuperação de despesas (R$ 9.462,86) e aporte de caixa (R$ 3.031,11), totalizando R$ 12.594,37. Devolução de verba ao poder público: R$ 0,00. Fonte: SIPEF - Relatório Financeiro fluxo de caixa XXIX.",ABEVIDA,2020,1,mensal,,13,0,1864651.61,12594.37,1858033.5,,,10049.64,4073.38
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-02.2018-1.xlsx,FLUXO-DE-CAIXA-02.2018-1,10,1,CREDEQ,,,,,"Hospital identificado no documento como CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia. OSS: ABEVIDA. Contrato de Gestão nº 02/2014-SES, vigência 31/07/2014 a 30/07/2018, repasse mensal contratual R$ 2.700.000,00. Saldo anterior composto integralmente por Aplicações Caixa Econômica Federal (R$ 5.350.295,55). Saldo final em 28/02/2018 composto por Aplicações Caixa Econômica Federal (R$ 3.672.955,91). Dados extraídos do SIPEF - Relatório Financeiro Fluxo de Caixa XXIX.",ABEVIDA,2018,2,mensal,,5,0.0,2401388.93,38393.23,685656.06,,,3672955.91,5350295.55
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-02.2018.pdf,FLUXO-DE-CAIXA-02.2018,10,1,CREDEQ,,,,,"Relatório mensal de fluxo de caixa de fevereiro/2018 do CREDEQ (Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia), gerido pela ABEVIDA. Contrato de Gestão nº 02/2014-SES. Valor do repasse mensal do contrato: R$ 2.700.000,00. Saldo anterior em aplicações: R$ 5.350.295,55. Saldo bancário em 28/02/2018: R$ 3.672.955,91 (em aplicações). Fonte: SIPEF - Relatório Financeiro fluxo de caixa XXIX.",ABEVIDA,2018,2,mensal,,5,0.0,2401388.93,38393.23,685656.06,,,3672955.91,5350295.55
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-02.2019.pdf,FLUXO-DE-CAIXA-02.2019,10,1,CREDEQ,,,,,"Relatório mensal de fevereiro/2019. OSS: ABEVIDA. Unidade: CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia. Contrato de Gestão nº 02/2014-SES. Vigência: 31/07/2014 a 30/07/2019. Valor do repasse mensal contratual: R$ 2.700.000,00. Saldo anterior total: R$ 70.838,64 (Caixa Econômica Federal C/C: R$ 50,00 + Aplicações: R$ 70.788,64). Saldo bancário em 28/02/2019: Caixa Econômica Federal C/C R$ 323.847,86 + Aplicações R$ 680.729,18. Fonte: Prestação de Contas SIPEF - Relatório Financeiro fluxo de caixa XXIX.",ABEVIDA,2019,2,mensal,,6,0.0,1556370.1,19489.85,2470618.65,,,1004577.04,70838.64
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-02.2020-1.xlsx,FLUXO-DE-CAIXA-02.2020-1,10,1,CREDEQ,,,,,"Hospital identificado no documento como CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia, não CRESM conforme instrução. OSS: ABEVIDA (Associação Brasileira de Esperança e Vida). Contrato de Gestão nº 02/2014-SES, vigência 31/07/2014 a 26/01/2021. Valor do repasse mensal contratual: R$ 2.023.964,19. O repasse recebido em fevereiro/2020 foi de R$ 4.462.082,07 (possivelmente acumulado de meses anteriores). Recursos recebidos de outras fontes: rendimento sobre aplicações (R$ 1.363,49) + recuperação de despesas (R$ 7.822,30) + aporte de caixa (R$ 3.103,95) = R$ 12.289,74. Saldo final calculado: saldo anterior (R$ 10.049,64) + entradas (R$ 4.474.371,81) - saídas (R$ 3.509.991,55) = R$ 974.429,90, composto por C/C R$ 897.026,57 + Aplicações R$ 77.403,33.",ABEVIDA,2020,2,mensal,,14,0.0,3509991.55,12289.74,4462082.07,,,974429.9,10049.64
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-02.2020.xlsx,FLUXO-DE-CAIXA-02.2020,10,1,CREDEQ,,,,,"Hospital identificado no documento como CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia. OSS: ABEVIDA. Contrato de Gestão nº 02/2014-SES, vigência 31/07/2014 a 26/01/2021. Valor do repasse mensal do contrato: R$ 2.023.964,19. Saldo anterior total: R$ 10.049,64 (Aplicações CEF). Saldo final em 29/02/2020: C/C R$ 897.026,57 + Aplicações R$ 77.403,33 = R$ 974.429,90. Filename: FLUXO-DE-CAIXA-02.2020.xlsx.",ABEVIDA,2020,2,mensal,,10,0,3509991.55,12289.74,4462082.07,,,974429.9,10049.64
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-03.2018-1.xlsx,FLUXO-DE-CAIXA-03.2018-1,10,1,CREDEQ,,,,,"Documento referente ao CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia, gerido pela ABEVIDA, Contrato de Gestão nº 02/2014-SES, vigência 31/07/2014 a 30/07/2018, repasse mensal contratual de R$ 2.700.000,00. Saldo anterior total: R$ 3.672.955,91. Total de entradas: R$ 1.896.546,89. Total de gastos: R$ 2.375.455,39. Devolução de verba: R$ 0,00. Saldo final em 31/03/2018: R$ 3.194.047,41. Recursos recebidos de outras fontes calculados como soma de Rendimento (13.519,56) + Recuperação de Despesas (6.579,37) + Aporte de Caixa (5.033,21) = 25.132,14.",ABEVIDA,2018,3,mensal,,10,0.0,2375455.39,25132.14,1871414.75,,,3194047.41,3672955.91
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-03.2018.pdf,FLUXO-DE-CAIXA-03.2018,10,1,CREDEQ,,,,,"Relatório mensal de fluxo de caixa referente a março/2018. OSS: ABEVIDA. Unidade: CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia. Contrato de Gestão nº 02/2014-SES. Valor do repasse mensal contratual: R$ 2.700.000,00. Saldo anterior composto por Aplicações Caixa Econômica Federal AG 1626 C/A 2752-0: R$ 3.672.955,91. Saldo bancário em 31/03/2018: Aplicações CEF R$ 3.194.047,41. Devolução de verba: R$ 0,00. Fonte dos dados: Prestação de Contas SIPEF - Relatório Financeiro fluxo de caixa XXIX.",ABEVIDA,2018,3,mensal,,0,0.0,2375455.39,,1871414.75,,,3194047.41,3672955.91
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-03.2019.pdf,FLUXO-DE-CAIXA-03.2019,10,1,CREDEQ,,,,,"Documento refere-se ao CREDEQ (Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia), gerido pela ABEVIDA, contrato 02/2014-SES, vigência 31/07/2014 a 30/07/2019, repasse mensal contratual de R$ 2.700.000,00. O saldo bancário final está datado como 31/01/2019 no documento, mas o mês/ano indicado é mar/19. Filename indica março de 2019. Total de entradas: 2.361.864,70. Saldo anterior total: 1.004.577,04 (323.847,86 + 680.729,18).",ABEVIDA,2019,3,mensal,,14,0.0,2204942.74,19797.29,2342067.41,,,1161499.0,1004577.04
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-03.2020.xlsx,FLUXO-DE-CAIXA-03.2020,10,1,CREDEQ,,,,,"Hospital identificado no documento como CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia. OSS: ABEVIDA. Contrato de Gestão nº 02/2014 - SES, vigência 31/07/2014 a 26/01/2021. Valor do repasse mensal contratual: R$ 2.023.964,19. Saldo inicial total: R$ 974.429,90 (C/C 897.026,57 + Aplicação 77.403,33). Saldo final total: R$ 1.594.798,21 (C/C 47,00 + Aplicação 1.594.751,21). Devolução de verba: R$ 0,00. Fonte: Prestação de Contas SIPEF - Relatório Financeiro fluxo de caixa XXIX.",ABEVIDA,2020,3,mensal,,13,0,3395787.25,17080.33,3998075.23,,,1594798.21,974429.9
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-04.2018-1.xlsx,FLUXO-DE-CAIXA-04.2018-1,10,1,CREDEQ,,,,,"Unidade: CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia. Contrato de Gestão nº 02/2014-SES, vigência 31/07/2014 a 30/07/2018, repasse mensal contratual R$ 2.700.000,00. Saldo anterior composto integralmente por aplicações financeiras (R$ 3.194.047,41). Saldo final em 30/04/2018 composto integralmente por aplicações financeiras (R$ 2.015.653,67). Há duas linhas de 'Despesas com Viagem' nas saídas (R$ 5.005,01 e R$ 100,00). Fonte dos dados: Prestação de Contas SIPEF - Relatório Financeiro fluxo de caixa XXIX.",ABEVIDA,2018,4,mensal,,16,0,2602206.73,15125.36,1828629.09,,,2015653.67,3194047.41
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-04.2018.pdf,FLUXO-DE-CAIXA-04.2018,11,1,CREDEQ,,,,,"Hospital identificado no documento como CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia, gerido pela OSS ABEVIDA (Associação Brasileira de Esperança e Vida). Contrato de Gestão nº 02/2014-SES, vigência 31/07/2014 a 30/07/2018. Valor do repasse mensal do contrato: R$ 2.700.000,00. Saldo anterior em Aplicações Caixa Econômica Federal AG 1626 C/A 2752-0: R$ 3.194.047,41. Saldo bancário em 30/04/2018 em Aplicações: R$ 2.015.653,67. Devolução de verba: R$ 0,00. Filename indica abril/2018.",ABEVIDA,2018,4,mensal,,0,0.0,2602206.73,15125.36,1828629.09,,,2015653.67,3194047.41
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-04.2019.xlsx,FLUXO-DE-CAIXA-04.2019,10,1,CREDEQ,,,,,"Hospital identificado no documento como CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia. Contrato de Gestão nº 02/2014-SES, vigência 31/07/2014 a 30/07/2019, valor do repasse mensal contratado R$ 2.700.000,00. Saldo anterior total: R$ 1.161.499,00 (R$ 0,00 em C/C + R$ 1.161.498,99 em aplicação + R$ 0,01 em fundo fixo). Saldo final em 30/04/2019: R$ 1.462.921,42 (R$ 1.418.873,14 em C/C + R$ 44.048,28 em aplicação). Fonte: Prestação de Contas SIPEF - Relatório Financeiro fluxo de caixa XXIX. O filename indica pasta de 2024, mas o documento é referente a abril de 2019.",ABEVIDA,2019,4,mensal,,14,0,1864963.55,11598.5,2217787.47,,,1462921.42,1161499.0
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-04.2020.pdf,FLUXO-DE-CAIXA-04.2020,10,1,CREDEQ,,,,,"Relatório mensal de fluxo de caixa referente a abril/2020 do CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia, gerido pela ABEVIDA. Contrato de Gestão nº 02/2014-SES. Valor do repasse mensal contratual: R$ 2.023.964,19. Saldo bancário em 30/04/2020: Aplicações CEF R$ 619.330,50. Filename: FLUXO-DE-CAIXA-04.2020.pdf.",ABEVIDA,2020,4,mensal,,10,0.0,1591989.85,18332.88,598189.26,,,619330.5,1594798.21
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-05.2018-1.xlsx,FLUXO-DE-CAIXA-05.2018-1,10,1,CREDEQ,,,,,"Unidade: CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia. OSS: ABEVIDA. Contrato de Gestão nº 02/2014-SES, vigência 31/07/2014 a 30/07/2018. Valor do repasse mensal contratual: R$ 2.700.000,00. Saldo anterior composto integralmente por aplicação financeira (R$ 2.015.653,67). Saldo final em 31/05/2018 composto integralmente por aplicação financeira (R$ 1.737.492,01). Recursos recebidos de outras fontes incluem: Rendimento sobre Aplicações (R$ 6.556,69), Recuperação de Despesas (R$ 3.164,30), Aporte de Caixa (R$ 5.075,75) e Bloqueio Judicial entrada (R$ 216.312,54). Filename: FLUXO-DE-CAIXA-05.2018-1.xlsx.",ABEVIDA,2018,5,mensal,,16,0.0,3275987.16,231109.28,2346774.64,,,1737492.01,2015653.67
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-05.2018.pdf,FLUXO-DE-CAIXA-05.2018,11,1,CREDEQ,,,,,"Documento refere-se ao CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia, gerido pela ABEVIDA, contrato 02/2014-SES. Repasse mensal contratual: R$ 2.700.000,00. Saldo anterior: Aplicações Caixa Econômica Federal AG 1626 C/A 2752-0: R$ 2.015.653,67. Saldo final em 31/05/2018: Aplicações R$ 1.737.492,01. Devolução de verba: R$ 0,00. Fonte: SIPEF Relatório Financeiro fluxo de caixa XXIX.",ABEVIDA,2018,5,mensal,,0,0.0,3275987.16,231109.28,2346774.64,,,1737492.01,2015653.67
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-05.2019.xlsx,FLUXO-DE-CAIXA-05.2019,10,1,CREDEQ,,,,,"Unidade gerida: CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia. Contrato de Gestão nº 02/2014 - SES. Vigência: 31/07/2014 a 30/07/2019. Valor do repasse mensal contratado: R$ 2.700.000,00. Saldo inicial total: R$ 1.525.921,42 (C/C 1.481.873,14 + Aplicações 44.048,28). Saldo final total: R$ 1.632.570,03 (C/C 39,00 + Aplicações 1.632.531,03). Devolução de verba ao Poder Público: R$ 0,00. Fonte: Prestação de Contas SIPEF - Relatório Financeiro fluxo de caixa XXIX. O hospital informado no prompt (CRESM) difere do nome da unidade no documento (CREDEQ); foi utilizado CREDEQ conforme o documento.",ABEVIDA,2019,5,mensal,,13,0,2348515.62,26632.94,2429062.66,,,1632570.03,1525921.42
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-05.2020.xlsx,FLUXO-DE-CAIXA-05.2020,12,1,CREDEQ,,,,,"Unidade gerida: CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia. Contrato de Gestão nº 02/2014 - SES. Vigência: 31/07/2014 a 26/01/2021. Valor do repasse mensal do contrato: R$ 2.023.964,19. Devolução de verba ao poder público: R$ 0,00. Fonte: Prestação de Contas SIPEF - Relatório Financeiro fluxo de caixa XXIX. O filename indica 05/2020, confirmado pela data 2020-05-01 no documento. O campo hospital foi registrado como CREDEQ conforme unidade gerida, não CRESM conforme instrução.",ABEVIDA,2020,5,mensal,,13,0.0,2004725.24,15100.52,2793333.84,,,1423039.62,619330.5
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-06.2018-1.xlsx,FLUXO-DE-CAIXA-06.2018-1,10,1,CREDEQ,,,,,"Unidade gerida: CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia. Contrato de Gestão nº 02/2014-SES, vigência 31/07/2014 a 30/07/2018. Valor do repasse mensal do contrato: R$ 2.700.000,00. O repasse recebido no mês (R$ 1.473.658,97) é inferior ao valor contratual mensal, possivelmente referente a parcela parcial. Recursos de outras fontes incluem: rendimentos financeiros (R$ 4.030,77), recuperação de despesas (R$ 5.652,24) e aporte de caixa (R$ 5.014,69). Fonte dos dados: Prestação de Contas SIPEF - Relatório Financeiro fluxo de caixa XXIX. O filename indica pasta 2024 mas o documento refere-se ao período de junho/2018.",ABEVIDA,2018,6,mensal,,12,0.0,2360396.63,14697.7,1473658.97,,,865452.05,1737492.01
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-06.2018.pdf,FLUXO-DE-CAIXA-06.2018,10,1,CREDEQ,,,,,"Relatório mensal de fluxo de caixa referente a junho/2018. Unidade: CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia. Contrato de Gestão nº 02/2014-SES. Vigência: 31/07/2014 a 30/07/2018. Valor do repasse mensal contratado: R$ 2.700.000,00. Saldo anterior total: R$ 1.737.492,01 (Aplicações Caixa Econômica Federal AG 1626 C/A 2752-0). Saldo bancário em 30/06/2018: R$ 865.452,05 (Aplicações Caixa Econômica Federal). Fonte: Prestação de Contas SIPEF - Relatório Financeiro fluxo de caixa XXIX.",ABEVIDA,2018,6,mensal,,6,0.0,2360396.63,14697.7,1473658.97,,,865452.05,1737492.01
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-06.2019.xlsx,FLUXO-DE-CAIXA-06.2019,10,1,CREDEQ,,,,,"Documento referente ao CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia, gerido pela ABEVIDA (Associação Brasileira de Esperança e Vida). Contrato de Gestão nº 02/2014-SES, vigência 31/07/2014 a 30/07/2019. Valor do repasse mensal contratado: R$ 2.700.000,00. Saldo anterior composto por: C/C CEF R$ 39,00 + Aplicações CEF R$ 1.632.531,03 = R$ 1.632.570,03. Saldo final em 30/06/2019: Aplicações CEF R$ 3.289.271,30. O filename indica 06/2019, confirmado pelo campo MÊS/ANO. OSS no documento é ABEVIDA; hospital no documento é CREDEQ (não CRESM como indicado na instrução).",ABEVIDA,2019,6,mensal,,6,0.0,2827307.73,16265.11,4468302.86,,,3289271.3,1632570.03
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-06.2020.pdf,FLUXO-DE-CAIXA-06.2020,12,1,CREDEQ,,,,,"Relatório mensal de fluxo de caixa referente a junho/2020. Unidade gerida: CREDEQ - Centro de Referência e Excelência em Dependência Química de Aparecida de Goiânia. Contrato de Gestão nº 02/2014-SES. Valor do repasse mensal contratual: R$ 2.023.964,19. Saldo anterior total: R$ 1.423.039,62 (Aplicações Caixa Econômica Federal AG 1626 C/A 2752-0). Saldo bancário final 30/06/2020: R$ 1.363.392,16 (Aplicações Caixa Econômica Federal AG 1626 C/A 2752-0). Fonte dos dados: Prestação de Contas SIPEF - Relatório Financeiro fluxo de caixa XXIX.",ABEVIDA,2020,6,mensal,,6,0.0,2354112.63,29663.27,2264801.9,,,1363392.16,1423039.62
