_ano_pasta,_doc_path,_filename,descricao,fonte_dados,hospital,meta,nome,oss_gestora,peso,tipo_documento
2023,C:\OSS-Goias\documentos\IDTech\HGG\2023\05_Contrato_Gestao_Aditivos\16. Compêtencias previstas no Contrato de Gestão - 16º Termo Aditivo.pdf,16. Compêtencias previstas no Contrato de Gestão - 16º Termo Aditivo,Mensuração mensal da taxa de absenteísmo dos colaboradores da Unidade Hospitalar de forma global e segmentada por vínculo (estatutário e celetista),,HGG,,Taxa de Absenteísmo,IDTECH,0,termo_aditivo
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,Relação percentual entre o número de pacientes-dia e o número de leitos-dia no período,SIGUS/Sistema de Gestão Hospitalar,HDT,≥ 85%,Taxa de Ocupação Hospitalar (TOH),ISG,0,termo_aditivo
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,Relação entre total de pacientes-dia e total de pacientes egressos no período,SIGUS/Sistema de Gestão Hospitalar,HDT,≤ 9 dias,Taxa Média/Tempo Médio de Permanência Hospitalar (TMP),ISG,0,termo_aditivo
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,Tempo médio em que um leito permanece desocupado entre a saída de um paciente e a admissão de outro,SIGUS/Sistema de Gestão Hospitalar,HDT,≤ 34,Índice de Intervalo de Substituição (horas),ISG,0,termo_aditivo
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,Taxa de pacientes que retornaram ao hospital em até 29 dias desde a última alta,SIGUS/Sistema de Gestão Hospitalar,HDT,< 8%,Taxa de Readmissão Hospitalar (29 dias),ISG,0,termo_aditivo
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,Taxa de pacientes que retornaram à UTI em até 48 horas desde a última saída da UTI,SIGUS/Sistema de Gestão Hospitalar,HDT,< 5%,Taxa de Readmissão em UTI (48 horas),ISG,0,termo_aditivo
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,"Relação de procedimentos rejeitados no SIH/SUS em relação ao total apresentado, exceto por motivo de habilitação e capacidade instalada",SIH/DATASUS,HDT,≤ 7%,Percentual de Ocorrência de Glosas no SIH - DATASUS,ISG,0,termo_aditivo
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,Total de cirurgias eletivas suspensas por motivos organizacionais em relação ao total agendado,Mapas cirúrgicos,HDT,≤ 5%,Percentual de Suspensão de Cirurgias Eletivas por Condições Operacionais,ISG,0,termo_aditivo
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,Cirurgias eletivas realizadas com tempo máximo aceitável para tratamento expirado - primeiro ano,Sistema Estadual de Regulação de Cirurgias Eletivas,HDT,< 50%,Percentual de cirurgias eletivas realizadas com TMAT expirado (1º ano),ISG,0,termo_aditivo
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,Cirurgias eletivas realizadas com tempo máximo aceitável para tratamento expirado - segundo ano,Sistema Estadual de Regulação de Cirurgias Eletivas,HDT,< 25%,Percentual de cirurgias eletivas realizadas com TMAT expirado (2º ano),ISG,0,termo_aditivo
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,Número de consultas ofertadas em relação ao número de consultas propostas nas metas da unidade,Sistema de regulação estadual,HDT,1,Razão do Quantitativo de Consultas Ofertadas,ISG,0,termo_aditivo
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,Proporção de exames de imagem externos com resultado liberado em até 10 dias,Sistema de Gestão Hospitalar,HDT,≥ 70%,Percentual de Exames de Imagem com resultado disponibilizado em até 10 dias,ISG,0,termo_aditivo
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,Casos de doenças/agravos/eventos de notificação compulsória imediata digitados oportunamente em até 7 dias,SINAN-NET/SINAN-ONLINE/SIVEP-Gripe/e-SUS,HDT,≥ 80%,Percentual de Casos de DAEI Digitadas Oportunamente - até 7 dias,ISG,0,termo_aditivo
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,Casos de doenças/agravos/eventos de notificação compulsória imediata investigados oportunamente em até 48 horas da notificação,SINAN-NET/SINAN-ONLINE/SIVEP-Gripe/e-SUS,HDT,≥ 80%,Percentual de Casos de DAEI Investigadas Oportunamente - até 48 horas,ISG,0,termo_aditivo
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,Monitoramento da perda financeira por expiração do prazo de validade dos medicamentos,Sistema de farmácia/CAF hospitalar,HDT,≤ 2%,Percentual de perda de medicamentos por prazo de validade expirado,ISG,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1700488721202-Competencias 1° termo aditivo.pdf,1700488721202-Competencias 1° termo aditivo,Monitoramento de óbitos por morte encefálica no âmbito hospitalar,Sistema Estadual de Transplantes de Goiás,HEANA,,Óbitos por Morte Encefálica - Nº de óbitos por morte encefálica,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1700488721202-Competencias 1° termo aditivo.pdf,1700488721202-Competencias 1° termo aditivo,Monitoramento de notificações de óbitos por morte encefálica,Sistema Estadual de Transplantes de Goiás,HEANA,,Óbitos por Morte Encefálica - Nº de notificações de óbitos por morte encefálica,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1700488721202-Competencias 1° termo aditivo.pdf,1700488721202-Competencias 1° termo aditivo,Monitoramento de doações efetivas de múltiplos órgãos,Sistema Estadual de Transplantes de Goiás,HEANA,,Óbitos por Morte Encefálica - Nº de doações efetivas de múltiplos órgãos,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1700488721202-Competencias 1° termo aditivo.pdf,1700488721202-Competencias 1° termo aditivo,Monitoramento de óbitos exceto morte encefálica,Sistema Estadual de Transplantes de Goiás,HEANA,,Óbitos (exceto Morte Encefálica) - Nº de óbitos,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1700488721202-Competencias 1° termo aditivo.pdf,1700488721202-Competencias 1° termo aditivo,Monitoramento de notificações de óbitos exceto morte encefálica,Sistema Estadual de Transplantes de Goiás,HEANA,,Óbitos (exceto Morte Encefálica) - Nº de notificações de óbitos,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1700488721202-Competencias 1° termo aditivo.pdf,1700488721202-Competencias 1° termo aditivo,Monitoramento de doações efetivas de tecidos,Sistema Estadual de Transplantes de Goiás,HEANA,,Óbitos (exceto Morte Encefálica) - Nº de doações efetivas de tecidos,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1700488721202-Competencias 1° termo aditivo.pdf,1700488721202-Competencias 1° termo aditivo,Monitoramento de óbitos com contraindicações absolutas para doação de tecidos,Sistema Estadual de Transplantes de Goiás,HEANA,,Óbitos (exceto Morte Encefálica) - Nº de óbitos com contraindicações absolutas para doação de tecidos,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1700488721202-Competencias 1° termo aditivo.pdf,1700488721202-Competencias 1° termo aditivo,Pesquisa quadrimestral de satisfação por metodologia Net Promoter Score,Secretaria de Estado da Saúde de Goiás,HEANA,,Pesquisa de Satisfação do Usuário/acompanhante (NPS),FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1700488721202-Competencias 1° termo aditivo.pdf,1700488721202-Competencias 1° termo aditivo,Mensuração mensal da taxa de absenteísmo dos colaboradores do Parceiro Público,,HEANA,,Taxa de absenteísmo dos colaboradores do Parceiro Público,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1700501422686-Competencias 2° termo aditivo.pdf,1700501422686-Competencias 2° termo aditivo,"Nº de óbitos por morte encefálica, Nº de notificações de óbitos por morte encefálica, Nº de doações efetivas de Múltiplos órgãos",Sistema Estadual de Transplantes de Goiás,HEANA,,Óbitos por Morte Encefálica,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1700501422686-Competencias 2° termo aditivo.pdf,1700501422686-Competencias 2° termo aditivo,"Nº de óbitos, Nº de notificações de óbitos, Nº de doações efetivas de tecidos, Nº de óbitos com contraindicações absolutas para doação de tecidos",Sistema Estadual de Transplantes de Goiás,HEANA,,Óbitos exceto Morte Encefálica,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019.pdf,1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019,Relação percentual entre o número de pacientes-dia e o número de leitos-dia no mesmo período,Sistema de informação hospitalar,HEANA,≥85%,Taxa de Ocupação Hospitalar,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019.pdf,1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019,Relação entre o total de pacientes-dia e o total de pacientes egressos do hospital no período,Sistema de informação hospitalar,HEANA,≤6 dias,Média de Permanência Hospitalar,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019.pdf,1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019,Tempo médio em que um leito permanece desocupado entre a saída de um paciente e a admissão de outro,Sistema de informação hospitalar,HEANA,≤12,Índice de Intervalo de Substituição (horas),FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019.pdf,1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019,Taxa de pacientes que retornaram à UTI em até 48 horas desde a última saída,Sistema de informação hospitalar,HEANA,≤5%,Taxa de Readmissão em UTI (48 horas),FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019.pdf,1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019,Taxa de pessoas que retornaram ao hospital em até 29 dias desde a última alta,Sistema de informação hospitalar,HEANA,≤20%,Taxa de Readmissão Hospitalar (29 dias),FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019.pdf,1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019,Relação de procedimentos rejeitados no SIH em relação ao total de procedimentos apresentados,SIH/DATASUS,HEANA,≤1%,Percentual de Ocorrência de Glosas no SIH - DATASUS,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019.pdf,1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019,Total de cirurgias programadas suspensas por motivos relacionados à organização da Unidade em relação ao total de cirurgias agendadas,Mapas cirúrgicos,HEANA,≤1%,Percentual de Suspensão de Cirurgias Programadas por condições operacionais (causas relacionadas à organização da Unidade),FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019.pdf,1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019,Total de cirurgias programadas suspensas por motivos relacionados ao paciente em relação ao total de cirurgias agendadas,Mapas cirúrgicos,HEANA,≤5%,Percentual de Suspensão de Cirurgias Programadas por condições operacionais (causas relacionadas ao paciente),FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019.pdf,1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019,Monitora e avalia reações adversas a medicamentos quanto à gravidade pelo farmacêutico,Registro hospitalar,HEANA,≥95%,Percentual de investigação da gravidade de reações adversas a medicamentos (Farmacovigilância),FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019.pdf,1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019,Número de consultas ofertadas em relação ao número de consultas propostas nas metas da unidade por mês,BPA/SIA-SUS,HEANA,1,Razão do Quantitativo de Consultas Ofertadas,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019.pdf,1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019,Proporção de exames de imagem com resultado liberado em até 10 dias,Sistema de informação hospitalar,HEANA,≥70%,Percentual de Exames de Imagem com resultado disponibilizado em até 10 dias,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019.pdf,1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019,Analisa a satisfação dos usuários do SUS em relação ao atendimento prestado,Sistema de ouvidoria do SUS,HEANA,<5%,Percentual de manifestações queixosas recebidas no sistema de ouvidoria do SUS,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\4o-TA-Hetrin_037-2019.pdf,4o-TA-Hetrin_037-2019,Relação percentual entre o número de pacientes-dia e o número de leitos-dia no mesmo período.,SIGUS,HETRIN,≥85%,Taxa de Ocupação Hospitalar (TOH),IMED,0,termo_aditivo
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\4o-TA-Hetrin_037-2019.pdf,4o-TA-Hetrin_037-2019,Relação entre o total de pacientes-dia e o total de pacientes egressos do hospital no período.,SIGUS,HETRIN,≤5 dias,Taxa Média/Tempo Médio de Permanência Hospitalar (TMP),IMED,0,termo_aditivo
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\4o-TA-Hetrin_037-2019.pdf,4o-TA-Hetrin_037-2019,Tempo médio em que um leito permanece desocupado entre a saída de um paciente e a admissão de outro.,SIGUS,HETRIN,≤24,Índice de Intervalo de Substituição (horas),IMED,0,termo_aditivo
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\4o-TA-Hetrin_037-2019.pdf,4o-TA-Hetrin_037-2019,Taxa de pessoas que retornaram ao hospital em até 29 dias desde a última alta hospitalar.,SIGUS,HETRIN,<8%,Taxa de Readmissão Hospitalar pelo mesmo CID (29 dias),IMED,0,termo_aditivo
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\4o-TA-Hetrin_037-2019.pdf,4o-TA-Hetrin_037-2019,Taxa de pacientes que retornaram à UTI do mesmo hospital em até 48 horas desde a última alta da UTI.,SIGUS,HETRIN,<5%,Taxa de Readmissão em UTI (48 horas),IMED,0,termo_aditivo
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\4o-TA-Hetrin_037-2019.pdf,4o-TA-Hetrin_037-2019,"Relação de procedimentos rejeitados no SIH/SUS em relação ao total de procedimentos hospitalares apresentados, exceto por motivo de habilitação e capacidade instalada.",SIH/DATASUS,HETRIN,≤7%,Percentual de Ocorrência de Glosas no SIH - DATASUS,IMED,0,termo_aditivo
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\4o-TA-Hetrin_037-2019.pdf,4o-TA-Hetrin_037-2019,Total de cirurgias eletivas suspensas por motivos relacionados à organização da unidade em relação ao total de cirurgias agendadas.,Mapas cirúrgicos,HETRIN,≤5%,Percentual de Suspensão de Cirurgias Eletivas por Condições Operacionais,IMED,0,termo_aditivo
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\4o-TA-Hetrin_037-2019.pdf,4o-TA-Hetrin_037-2019,Indicador que sinaliza se as cirurgias eletivas realizadas respeitam o tempo de espera máximo clinicamente aceitável conforme critério SWALIS - primeiro ano.,Sistema de regulação estadual,HETRIN,<50%,Percentual de cirurgias eletivas realizadas com TMAT expirado (1º ano),IMED,0,termo_aditivo
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\4o-TA-Hetrin_037-2019.pdf,4o-TA-Hetrin_037-2019,Indicador que sinaliza se as cirurgias eletivas realizadas respeitam o tempo de espera máximo clinicamente aceitável conforme critério SWALIS - segundo ano.,Sistema de regulação estadual,HETRIN,<25%,Percentual de cirurgias eletivas realizadas com TMAT expirado (2º ano),IMED,0,termo_aditivo
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\4o-TA-Hetrin_037-2019.pdf,4o-TA-Hetrin_037-2019,Número de consultas ofertadas em relação ao número de consultas propostas nas metas da unidade por um dado período.,Sistema de regulação estadual,HETRIN,1,Razão do Quantitativo de Consultas Ofertadas,IMED,0,termo_aditivo
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\4o-TA-Hetrin_037-2019.pdf,4o-TA-Hetrin_037-2019,Proporção de exames de imagem externos com resultado liberado em até 10 dias.,SIGUS,HETRIN,≥70%,Percentual de Exames de Imagem com resultado disponibilizado em até 10 dias,IMED,0,termo_aditivo
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\4o-TA-Hetrin_037-2019.pdf,4o-TA-Hetrin_037-2019,Avaliar a capacidade de detecção de DAEI nas unidades de saúde por meio da digitação oportuna (≤7 dias) nos sistemas de informações de saúde oficiais.,SINAN-NET/SINAN-ONLINE/SIVEP-Gripe/e-SUS,HETRIN,≥80%,Percentual de Casos de DAEI Digitadas Oportunamente (até 7 dias),IMED,0,termo_aditivo
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\4o-TA-Hetrin_037-2019.pdf,4o-TA-Hetrin_037-2019,Avaliar a capacidade de detecção e investigação das DAEI investigadas oportunamente (≤48 horas da data de notificação).,SINAN-NET/SINAN-ONLINE/SIVEP-Gripe/e-SUS,HETRIN,≥80%,Percentual de Casos de DAEI Investigadas Oportunamente (até 48 horas da notificação),IMED,0,termo_aditivo
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\4o-TA-Hetrin_037-2019.pdf,4o-TA-Hetrin_037-2019,Monitorar a perda de medicamentos por expiração do prazo de validade em todas as unidades de saúde da rede estadual.,CAF hospitalar,HETRIN,≤2%,Percentual de perda de medicamentos por prazo de validade expirado,IMED,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\competencias 3° termo aditivo.pdf,competencias 3° termo aditivo,Número de óbitos por morte encefálica registrados no hospital,Área responsável pelo de Transplantes da SES/GO,HEANA,,Óbitos por Morte Encefálica - Nº de óbitos por morte encefálica,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\competencias 3° termo aditivo.pdf,competencias 3° termo aditivo,Número de notificações de óbitos por morte encefálica,Área responsável pelo de Transplantes da SES/GO,HEANA,,Óbitos por Morte Encefálica - Nº de notificações de óbitos por morte encefálica,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\competencias 3° termo aditivo.pdf,competencias 3° termo aditivo,Número de doações efetivas de múltiplos órgãos,Área responsável pelo de Transplantes da SES/GO,HEANA,,Óbitos por Morte Encefálica - Nº de doações efetivas de Múltiplos órgãos,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\competencias 3° termo aditivo.pdf,competencias 3° termo aditivo,Número de óbitos exceto morte encefálica,Área responsável pelo de Transplantes da SES/GO,HEANA,,Óbitos (exceto Morte encefálica) - Nº de óbitos,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\competencias 3° termo aditivo.pdf,competencias 3° termo aditivo,Número de notificações de óbitos exceto morte encefálica,Área responsável pelo de Transplantes da SES/GO,HEANA,,Óbitos (exceto Morte encefálica) - Nº de notificações de óbitos,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\competencias 3° termo aditivo.pdf,competencias 3° termo aditivo,Número de doações efetivas de tecidos,Área responsável pelo de Transplantes da SES/GO,HEANA,,Óbitos (exceto Morte encefálica) - Nº de doações efetivas de tecidos,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\competencias 3° termo aditivo.pdf,competencias 3° termo aditivo,Número de óbitos com contraindicações absolutas para doação de tecidos,Área responsável pelo de Transplantes da SES/GO,HEANA,,Óbitos (exceto Morte encefálica) - Nº de óbitos com contra indicações absolutas para doação de tecidos,FUNEV,0,termo_aditivo
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\Competencias Contrato de gestão.pdf,Competencias Contrato de gestão,Número de óbitos por morte encefálica registrados,Sistema Estadual de Transplantes de Goiás,HEANA,,Óbitos por Morte Encefálica - Nº de óbitos por morte encefálica,FUNEV,0,outro
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\Competencias Contrato de gestão.pdf,Competencias Contrato de gestão,Número de notificações de óbitos por morte encefálica,Sistema Estadual de Transplantes de Goiás,HEANA,,Óbitos por Morte Encefálica - Nº de notificações de óbitos por morte encefálica,FUNEV,0,outro
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\Competencias Contrato de gestão.pdf,Competencias Contrato de gestão,Número de doações efetivas de múltiplos órgãos,Sistema Estadual de Transplantes de Goiás,HEANA,,Óbitos por Morte Encefálica - Nº de doações efetivas de múltiplos órgãos,FUNEV,0,outro
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\Competencias Contrato de gestão.pdf,Competencias Contrato de gestão,Número de óbitos exceto morte encefálica,Sistema Estadual de Transplantes de Goiás,HEANA,,Óbitos (exceto Morte Encefálica) - Nº de óbitos,FUNEV,0,outro
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\Competencias Contrato de gestão.pdf,Competencias Contrato de gestão,Número de notificações de óbitos exceto morte encefálica,Sistema Estadual de Transplantes de Goiás,HEANA,,Óbitos (exceto Morte Encefálica) - Nº de notificações de óbitos,FUNEV,0,outro
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\Competencias Contrato de gestão.pdf,Competencias Contrato de gestão,Número de doações efetivas de tecidos,Sistema Estadual de Transplantes de Goiás,HEANA,,Óbitos (exceto Morte Encefálica) - Nº de doações efetivas de tecidos,FUNEV,0,outro
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\Competencias Contrato de gestão.pdf,Competencias Contrato de gestão,Número de óbitos com contraindicações absolutas para doação de tecidos,Sistema Estadual de Transplantes de Goiás,HEANA,,Óbitos (exceto Morte Encefálica) - Nº de óbitos com contra indicações absolutas para doação de tecidos,FUNEV,0,outro
