_ano_pasta,_doc_path,_filename,carga_horaria,categoria,hospital,oss_gestora,quantidade,tipo_documento
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\1o-Termo-Aditivo-ao-Termo-de-Colaboracao-no-097-2024-1.pdf,1o-Termo-Aditivo-ao-Termo-de-Colaboracao-no-097-2024-1,,Auxiliar de Enfermagem (servidores cedidos),HUGO,Sociedade Beneficente Israelita Brasileira - Hospital Albert Einstein,30,termo_aditivo
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\1o-Termo-Aditivo-ao-Termo-de-Colaboracao-no-097-2024-1.pdf,1o-Termo-Aditivo-ao-Termo-de-Colaboracao-no-097-2024-1,,Técnico em Radiologia (servidores cedidos),HUGO,Sociedade Beneficente Israelita Brasileira - Hospital Albert Einstein,45,termo_aditivo
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\1o-Termo-Aditivo-ao-Termo-de-Colaboracao-no-097-2024-1.pdf,1o-Termo-Aditivo-ao-Termo-de-Colaboracao-no-097-2024-1,,Cirurgião-Dentista (servidores cedidos),HUGO,Sociedade Beneficente Israelita Brasileira - Hospital Albert Einstein,12,termo_aditivo
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\1o-Termo-Aditivo-ao-Termo-de-Colaboracao-no-097-2024-1.pdf,1o-Termo-Aditivo-ao-Termo-de-Colaboracao-no-097-2024-1,,Técnico em Imobilização Ortopédica (servidores cedidos),HUGO,Sociedade Beneficente Israelita Brasileira - Hospital Albert Einstein,4,termo_aditivo
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\1o-Termo-Aditivo-ao-Termo-de-Colaboracao-no-097-2024-1.pdf,1o-Termo-Aditivo-ao-Termo-de-Colaboracao-no-097-2024-1,,Auxiliar de Radiologia (servidores cedidos),HUGO,Sociedade Beneficente Israelita Brasileira - Hospital Albert Einstein,7,termo_aditivo
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\1o-Termo-Aditivo-ao-Termo-de-Colaboracao-no-097-2024-1.pdf,1o-Termo-Aditivo-ao-Termo-de-Colaboracao-no-097-2024-1,,Fonoaudiólogo (servidores cedidos),HUGO,Sociedade Beneficente Israelita Brasileira - Hospital Albert Einstein,1,termo_aditivo
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\1o-Termo-Aditivo-ao-Termo-de-Colaboracao-no-097-2024-1.pdf,1o-Termo-Aditivo-ao-Termo-de-Colaboracao-no-097-2024-1,20h ou 40h semanais,Preceptores Residência Médica (COREME),HUGO,Sociedade Beneficente Israelita Brasileira - Hospital Albert Einstein,69,termo_aditivo
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\1o-Termo-Aditivo-ao-Termo-de-Colaboracao-no-097-2024-1.pdf,1o-Termo-Aditivo-ao-Termo-de-Colaboracao-no-097-2024-1,,Supervisores Residência Médica (COREME),HUGO,Sociedade Beneficente Israelita Brasileira - Hospital Albert Einstein,11,termo_aditivo
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\1o-Termo-Aditivo-ao-Termo-de-Colaboracao-no-097-2024-1.pdf,1o-Termo-Aditivo-ao-Termo-de-Colaboracao-no-097-2024-1,,Coordenador COREME,HUGO,Sociedade Beneficente Israelita Brasileira - Hospital Albert Einstein,1,termo_aditivo
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\3o-Termo-Aditivo-ao-Termo-de-Colaboracao-No-097-2024-SESGO-VIGENTE.pdf,3o-Termo-Aditivo-ao-Termo-de-Colaboracao-No-097-2024-SESGO-VIGENTE,,Coordenador de Programa de Residência Médica (COREME),HUGO,Sociedade Beneficente Israelita Brasileira - Hospital Albert Einstein,1,termo_aditivo
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\3o-Termo-Aditivo-ao-Termo-de-Colaboracao-No-097-2024-SESGO-VIGENTE.pdf,3o-Termo-Aditivo-ao-Termo-de-Colaboracao-No-097-2024-SESGO-VIGENTE,20 horas semanais ou 40 horas semanais,Supervisores de Residência Médica (COREME),HUGO,Sociedade Beneficente Israelita Brasileira - Hospital Albert Einstein,10,termo_aditivo
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\3o-Termo-Aditivo-ao-Termo-de-Colaboracao-No-097-2024-SESGO-VIGENTE.pdf,3o-Termo-Aditivo-ao-Termo-de-Colaboracao-No-097-2024-SESGO-VIGENTE,20 horas semanais ou 40 horas semanais,Preceptores de Residência Médica (COREME),HUGO,Sociedade Beneficente Israelita Brasileira - Hospital Albert Einstein,75,termo_aditivo
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\3o-Termo-Aditivo-ao-Termo-de-Colaboracao-No-097-2024-SESGO-VIGENTE.pdf,3o-Termo-Aditivo-ao-Termo-de-Colaboracao-No-097-2024-SESGO-VIGENTE,exclusiva,Coordenador de Programa COREMU,HUGO,Sociedade Beneficente Israelita Brasileira - Hospital Albert Einstein,1,termo_aditivo
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\3o-Termo-Aditivo-ao-Termo-de-Colaboracao-No-097-2024-SESGO-VIGENTE.pdf,3o-Termo-Aditivo-ao-Termo-de-Colaboracao-No-097-2024-SESGO-VIGENTE,,Tutores de Núcleo COREMU,HUGO,Sociedade Beneficente Israelita Brasileira - Hospital Albert Einstein,8,termo_aditivo
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\3o-Termo-Aditivo-ao-Termo-de-Colaboracao-No-097-2024-SESGO-VIGENTE.pdf,3o-Termo-Aditivo-ao-Termo-de-Colaboracao-No-097-2024-SESGO-VIGENTE,,Preceptores COREMU,HUGO,Sociedade Beneficente Israelita Brasileira - Hospital Albert Einstein,28,termo_aditivo
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\3o-Termo-Aditivo-ao-Termo-de-Colaboracao-No-097-2024-SESGO-VIGENTE.pdf,3o-Termo-Aditivo-ao-Termo-de-Colaboracao-No-097-2024-SESGO-VIGENTE,,Executor Administrativo COREME,HUGO,Sociedade Beneficente Israelita Brasileira - Hospital Albert Einstein,1,termo_aditivo
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\3o-Termo-Aditivo-ao-Termo-de-Colaboracao-No-097-2024-SESGO-VIGENTE.pdf,3o-Termo-Aditivo-ao-Termo-de-Colaboracao-No-097-2024-SESGO-VIGENTE,,Executor Administrativo COREMU,HUGO,Sociedade Beneficente Israelita Brasileira - Hospital Albert Einstein,1,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS-CONTRATO-DE-GESTAO-002-2014.pdf,COMPETENCIAS-PREVISTAS-CONTRATO-DE-GESTAO-002-2014,período diurno,Médico hospitalista (diarista),CREDEQ,ABEVIDA,0,outro
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_6o-ADITIVO.pdf,COMPETENCIAS-PREVISTAS_6o-ADITIVO,,Responsável Técnico médico,CREDEQ,ABEVIDA,1,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_6o-ADITIVO.pdf,COMPETENCIAS-PREVISTAS_6o-ADITIVO,,Responsável pelo Núcleo de Engenharia Clínica,CREDEQ,ABEVIDA,1,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_6o-ADITIVO.pdf,COMPETENCIAS-PREVISTAS_6o-ADITIVO,,Núcleo de Manutenção Geral,CREDEQ,ABEVIDA,1,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_7o-ADITIVO.pdf,COMPETENCIAS-PREVISTAS_7o-ADITIVO,,Profissional de nível superior (preferencialmente Enfermagem) - coordenador NHE (unidades até 100 leitos),CRESM,ABEVIDA,1,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_7o-ADITIVO.pdf,COMPETENCIAS-PREVISTAS_7o-ADITIVO,,Técnico de Enfermagem - NHE (unidades até 100 leitos),CRESM,ABEVIDA,1,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_7o-ADITIVO.pdf,COMPETENCIAS-PREVISTAS_7o-ADITIVO,,Técnico Administrativo - NHE (unidades até 100 leitos),CRESM,ABEVIDA,1,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_7o-ADITIVO.pdf,COMPETENCIAS-PREVISTAS_7o-ADITIVO,,Profissional de nível superior - NHE (unidades 101 a 250 leitos),CRESM,ABEVIDA,2,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_7o-ADITIVO.pdf,COMPETENCIAS-PREVISTAS_7o-ADITIVO,,Técnico de Enfermagem - NHE (unidades 101 a 250 leitos),CRESM,ABEVIDA,2,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_7o-ADITIVO.pdf,COMPETENCIAS-PREVISTAS_7o-ADITIVO,,Técnico Administrativo - NHE (unidades 101 a 250 leitos),CRESM,ABEVIDA,1,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_7o-ADITIVO.pdf,COMPETENCIAS-PREVISTAS_7o-ADITIVO,,Profissional de nível superior - NHE (unidades acima de 250 leitos),CRESM,ABEVIDA,2,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_7o-ADITIVO.pdf,COMPETENCIAS-PREVISTAS_7o-ADITIVO,,Técnico de Enfermagem - NHE (unidades acima de 250 leitos),CRESM,ABEVIDA,3,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_7o-ADITIVO.pdf,COMPETENCIAS-PREVISTAS_7o-ADITIVO,,Técnico Administrativo - NHE (unidades acima de 250 leitos),CRESM,ABEVIDA,1,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_9o-ADITIVO-.pdf,COMPETENCIAS-PREVISTAS_9o-ADITIVO-,,Profissional de nível superior (preferencialmente Enfermagem) - coordenador NHE (unidades até 100 leitos),CRESM,ABEVIDA,1,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_9o-ADITIVO-.pdf,COMPETENCIAS-PREVISTAS_9o-ADITIVO-,,Técnico de Enfermagem - NHE (unidades até 100 leitos),CRESM,ABEVIDA,1,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_9o-ADITIVO-.pdf,COMPETENCIAS-PREVISTAS_9o-ADITIVO-,,Técnico Administrativo - NHE (unidades até 100 leitos),CRESM,ABEVIDA,1,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_9o-ADITIVO-.pdf,COMPETENCIAS-PREVISTAS_9o-ADITIVO-,,Profissional de nível superior - NHE (unidades 101 a 250 leitos),CRESM,ABEVIDA,2,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_9o-ADITIVO-.pdf,COMPETENCIAS-PREVISTAS_9o-ADITIVO-,,Técnico de Enfermagem - NHE (unidades 101 a 250 leitos),CRESM,ABEVIDA,2,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_9o-ADITIVO-.pdf,COMPETENCIAS-PREVISTAS_9o-ADITIVO-,,Técnico Administrativo - NHE (unidades 101 a 250 leitos),CRESM,ABEVIDA,1,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_9o-ADITIVO-.pdf,COMPETENCIAS-PREVISTAS_9o-ADITIVO-,,Profissional de nível superior - NHE (unidades acima de 250 leitos),CRESM,ABEVIDA,2,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_9o-ADITIVO-.pdf,COMPETENCIAS-PREVISTAS_9o-ADITIVO-,,Técnico de Enfermagem - NHE (unidades acima de 250 leitos),CRESM,ABEVIDA,3,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_9o-ADITIVO-.pdf,COMPETENCIAS-PREVISTAS_9o-ADITIVO-,,Técnico Administrativo - NHE (unidades acima de 250 leitos),CRESM,ABEVIDA,1,termo_aditivo
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS_9o-ADITIVO-.pdf,COMPETENCIAS-PREVISTAS_9o-ADITIVO-,,Responsável técnico médico (coordenação da atividade),CRESM,ABEVIDA,1,termo_aditivo
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Gestor/Diretor com conhecimento técnico-administrativo,PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Responsável Técnico médico,PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Responsável Técnico de enfermagem,PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Médico Infectologista (SAE),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Farmacêutico (SAE),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Enfermeiro (SAE),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Assistente Social (SAE),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Psicólogo (SAE),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Cirurgião-Dentista clínico geral (SAE),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Técnico de Enfermagem (SAE),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Médico Nefrologista RT (Clínica Dialítica),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Médico Nefrologista plantonista (Clínica Dialítica),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Enfermeiro RT (Clínica Dialítica),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Enfermeiro (Clínica Dialítica - 35 pacientes/turno),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Técnico de Enfermagem (Clínica Dialítica - 4 pacientes),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Assistente Social (Clínica Dialítica),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Nutricionista (Clínica Dialítica),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Psicólogo (Clínica Dialítica),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Fisioterapeuta (Clínica Dialítica),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Médico (Processo Transexualizador),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Médico Psiquiatra (Processo Transexualizador),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Psicólogo (Processo Transexualizador),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Enfermeiro (Processo Transexualizador),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\IMED\PFRE\2024\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao.pdf,SEI_GOVERNADORIA-62338875-Termo-de-Colaboracao,,Assistente Social (Processo Transexualizador),PFRE,IMED,1,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\Termo-de-Colaboracao-no-97.2024-SES-V.pdf,Termo-de-Colaboracao-no-97.2024-SES-V,,Médicos (servidores cedidos),HUGO,Hospital Albert Einstein (Sociedade Beneficente Israelita Brasileira),95,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\Termo-de-Colaboracao-no-97.2024-SES-V.pdf,Termo-de-Colaboracao-no-97.2024-SES-V,,Técnico em Enfermagem (servidores cedidos),HUGO,Hospital Albert Einstein (Sociedade Beneficente Israelita Brasileira),97,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\Termo-de-Colaboracao-no-97.2024-SES-V.pdf,Termo-de-Colaboracao-no-97.2024-SES-V,,Auxiliar de Enfermagem (servidores cedidos),HUGO,Hospital Albert Einstein (Sociedade Beneficente Israelita Brasileira),41,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\Termo-de-Colaboracao-no-97.2024-SES-V.pdf,Termo-de-Colaboracao-no-97.2024-SES-V,,Técnico em Radiologia (servidores cedidos),HUGO,Hospital Albert Einstein (Sociedade Beneficente Israelita Brasileira),49,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\Termo-de-Colaboracao-no-97.2024-SES-V.pdf,Termo-de-Colaboracao-no-97.2024-SES-V,,Cirurgião-Dentista (servidores cedidos),HUGO,Hospital Albert Einstein (Sociedade Beneficente Israelita Brasileira),13,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\Termo-de-Colaboracao-no-97.2024-SES-V.pdf,Termo-de-Colaboracao-no-97.2024-SES-V,,Técnico em Imobilização Ortopédica (servidores cedidos),HUGO,Hospital Albert Einstein (Sociedade Beneficente Israelita Brasileira),3,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\Termo-de-Colaboracao-no-97.2024-SES-V.pdf,Termo-de-Colaboracao-no-97.2024-SES-V,,Auxiliar de Radiologia (servidores cedidos),HUGO,Hospital Albert Einstein (Sociedade Beneficente Israelita Brasileira),7,contrato_gestao_inicial
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\05_Contrato_Gestao_Aditivos\Termo-de-Colaboracao-no-97.2024-SES-V.pdf,Termo-de-Colaboracao-no-97.2024-SES-V,,Total de servidores estatutários cedidos,HUGO,Hospital Albert Einstein (Sociedade Beneficente Israelita Brasileira),312,contrato_gestao_inicial
2025,C:\OSS-Goias\documentos\IDTech\HGG\2025\05_Contrato_Gestao_Aditivos\17. Compêtencias previstas no Contrato de Gestão - 17º Termo Aditivo - VIGENTE.pdf,17. Compêtencias previstas no Contrato de Gestão - 17º Termo Aditivo - VIGENTE,,Profissional de nível superior (NHE - unidades até 100 leitos),HGG,IDTECH,1,termo_aditivo
2025,C:\OSS-Goias\documentos\IDTech\HGG\2025\05_Contrato_Gestao_Aditivos\17. Compêtencias previstas no Contrato de Gestão - 17º Termo Aditivo - VIGENTE.pdf,17. Compêtencias previstas no Contrato de Gestão - 17º Termo Aditivo - VIGENTE,,Técnico de Enfermagem (NHE - unidades até 100 leitos),HGG,IDTECH,1,termo_aditivo
2025,C:\OSS-Goias\documentos\IDTech\HGG\2025\05_Contrato_Gestao_Aditivos\17. Compêtencias previstas no Contrato de Gestão - 17º Termo Aditivo - VIGENTE.pdf,17. Compêtencias previstas no Contrato de Gestão - 17º Termo Aditivo - VIGENTE,,Técnico Administrativo (NHE - unidades até 100 leitos),HGG,IDTECH,1,termo_aditivo
2025,C:\OSS-Goias\documentos\IDTech\HGG\2025\05_Contrato_Gestao_Aditivos\17. Compêtencias previstas no Contrato de Gestão - 17º Termo Aditivo - VIGENTE.pdf,17. Compêtencias previstas no Contrato de Gestão - 17º Termo Aditivo - VIGENTE,,Profissional de nível superior (NHE - unidades 101 a 250 leitos),HGG,IDTECH,2,termo_aditivo
2025,C:\OSS-Goias\documentos\IDTech\HGG\2025\05_Contrato_Gestao_Aditivos\17. Compêtencias previstas no Contrato de Gestão - 17º Termo Aditivo - VIGENTE.pdf,17. Compêtencias previstas no Contrato de Gestão - 17º Termo Aditivo - VIGENTE,,Técnico de Enfermagem (NHE - unidades 101 a 250 leitos),HGG,IDTECH,2,termo_aditivo
2025,C:\OSS-Goias\documentos\IDTech\HGG\2025\05_Contrato_Gestao_Aditivos\17. Compêtencias previstas no Contrato de Gestão - 17º Termo Aditivo - VIGENTE.pdf,17. Compêtencias previstas no Contrato de Gestão - 17º Termo Aditivo - VIGENTE,,Técnico Administrativo (NHE - unidades 101 a 250 leitos),HGG,IDTECH,1,termo_aditivo
2025,C:\OSS-Goias\documentos\IDTech\HGG\2025\05_Contrato_Gestao_Aditivos\17. Compêtencias previstas no Contrato de Gestão - 17º Termo Aditivo - VIGENTE.pdf,17. Compêtencias previstas no Contrato de Gestão - 17º Termo Aditivo - VIGENTE,,Profissional de nível superior (NHE - unidades acima de 250 leitos),HGG,IDTECH,2,termo_aditivo
