_ano_pasta,_doc_path,_filename,atendimentos.altas_hospitalares,atendimentos.atendimentos_emergencia,atendimentos.cirurgias_eletivas,atendimentos.cirurgias_total,atendimentos.cirurgias_urgencia,atendimentos.consultas_ambulatoriais,atendimentos.exames_total,atendimentos.internacoes,atendimentos.internacoes_uti,atendimentos.obitos,hospital,indicadores_qualidade_hospitalar.satisfacao_paciente,indicadores_qualidade_hospitalar.taxa_infeccao_hospitalar,indicadores_qualidade_hospitalar.taxa_mortalidade_geral,indicadores_qualidade_hospitalar.taxa_mortalidade_uti,indicadores_qualidade_hospitalar.taxa_reinternacao_30d,indicadores_sus.aih_processadas,indicadores_sus.atendimentos_sia_sus,indicadores_sus.procedimentos_sigtap,leitos.leitos_uti,leitos.media_permanencia_dias,leitos.taxa_ocupacao_perc,leitos.total_leitos,observacoes,oss_gestora,periodo.ano,periodo.mes,periodo.tipo_periodo,periodo.trimestre,producao_por_especialidade_count,producao_vs_meta_count
2023,C:\OSS-Goias\documentos\AGIR\HUGOL\2023\34_Relatorio_Producao\Relatório Gerencial de Produção_HUGOL_07-2023_RET.pdf,Relatório Gerencial de Produção_HUGOL_07-2023_RET,1825,4672,-1,-1,-1,5061,-1,1844,-1,-1,HUGOL,-1,-1,-1,-1,5.26,2558,-1,-1,-1,6.96,97.27,-1,"Relatório de Produção referente a julho/2023. Total de atendimentos médicos ambulatoriais: 2.932; total de atendimentos não médicos: 2.129. Atendimento de Urgências e Emergências: 4.672. SADT Interno: Raio X 6.349, Tomografia 5.284, Ressonância Magnética 103, Ultrassonografia 918. Acolhimento e Classificação de Risco: Vermelho 123, Laranja 753, Amarelo 2.783, Verde 844, Azul 20, Sem classificação 149. Total de saídas no período: 1.825. Mortalidade operatória em cirurgias cardíacas (até 07 dias): 8,54%. Tempo de porta aberta para hemodinâmica: 19 minutos. A OSS gestora não está explicitamente mencionada no documento; foi atribuída AGIR conforme instrução.",AGIR,2023,7,mensal,,23,51
2023,C:\OSS-Goias\documentos\AGIR\HUGOL\2023\34_Relatorio_Producao\Relatório Gerencial de Produção_HUGOL_08-2023_RET.pdf,Relatório Gerencial de Produção_HUGOL_08-2023_RET,1867,4616,-1,-1,-1,5131,-1,1846,-1,-1,HUGOL,-1,-1,-1,-1,4.12,2891,-1,-1,-1,6.5,94.35,-1,"Relatório de Produção referente a agosto de 2023 do HUGOL. OSS gestora não identificada explicitamente no documento; informada como AGIR conforme metadados. Total de Atendimento Médico Detalhado: 3.099 (meta 2.988). Total de Atendimento Não Médico Detalhado: 2.032 (meta 2.000). SADT Interno: Raio X 6.299, Tomografia 5.400, Ressonância Magnética 113, Ultrassonografia 900. Atendimentos do Serviço Social: Ambulatório 0, Urgência/Emergência 435. Acolhimento e Classificação de Risco (AACR): Vermelho 109, Laranja 725, Amarelo 2.859, Verde 760, Azul 24, Sem classificação 139, Total 4.616. Mortalidade operatória em cirurgias cardíacas (em até 07 dias): 11,49%. Tempo de porta aberta para hemodinâmica: 109 minutos. Taxa de Readmissão em UTI (48h): 1,96% (5 retornos / 255 saídas da UTI). Percentual de suspensão de cirurgias eletivas: 1,68% (5 suspensas / 297 programadas). Indicador 8 (TMAT) não apurado.",AGIR,2023,8,mensal,,23,50
2023,C:\OSS-Goias\documentos\AGIR\HUGOL\2023\34_Relatorio_Producao\Relatório Gerencial de Produção_HUGOL_09-2023_RET.xlsx,Relatório Gerencial de Produção_HUGOL_09-2023_RET,1768,4785,-1,1820,-1,2677,-1,1779,-1,106,HUGOL,-1,-1,6.0,-1,6.13,2053,-1,-1,-1,6.8298,99.96,404,"Relatório de setembro/2023. Taxa de ocupação hospitalar geral: 99.96% (meta >90%). Tempo médio de permanência: 6.83 dias (meta <7 dias). Total de saídas: 1768. Total de óbitos: 106 (taxa de mortalidade global: 6%). Óbitos >24h: 95 (taxa 5.37%). Total de cirurgias realizadas: 1820, taxa de cirurgia de urgência: 87.03%. Número de leitos operacionais: 404. Total de funcionários: 3502. Médicos: 835. SADT Interno setembro: Raio X 6335, Tomografia 5353, Ressonância Magnética 112, Ultrassonografia 974. Atendimentos de Urgência e Emergência: 4785. Classificação de risco: Vermelho 72, Laranja 852, Amarelo 2943, Verde 706, Azul 75, Sem classificação 137. Consultas não médicas por categoria: Bucomaxilo 181, Enfermagem 1485, Fisioterapia 173, Fonoaudiologia 1. Taxa de readmissão hospitalar (29 dias): 6.13% (meta <8%). Taxa de readmissão UTI (48h): 2.99% (meta <5%). Percentual de suspensão de cirurgias eletivas: 4.26% (meta <5%). Perda de medicamentos por validade: 0.87% (meta <2%). Glosas SIH: 0.24% (meta <7%). Mortalidade operatória em cirurgias cardíacas (7 dias): 5.71%. Tempo de porta aberta para hemodinâmica: 82 minutos. O documento contém dados do 2º semestre de 2023 e dados acumulados do ano para comparação com metas.",AGIR,2023,9,mensal,,16,46
2023,C:\OSS-Goias\documentos\AGIR\HUGOL\2023\34_Relatorio_Producao\Relatório Gerencial de Produção_HUGOL_10-2023_RET.xlsx,Relatório Gerencial de Produção_HUGOL_10-2023_RET,1768,4815,-1,1543,-1,4333,-1,1771,-1,117,HUGOL,-1,-1,6.62,-1,6.27,2001,-1,-1,-1,7.1346,100.54,408,"Relatório de outubro/2023. Taxa de ocupação hospitalar geral: 99.75% (valor 0.9975 da sheet de efetividade) ou 100.54% conforme indicador de desempenho (1.0054). Total de saídas: 1768. Total de óbitos: 117 (taxa de mortalidade global 6.62%). Taxa de mortalidade institucional (óbitos >24h): 6.05%. Total de cirurgias realizadas: 1543; taxa de cirurgia de urgência: 86.13%. SADT Interno outubro: Raio X 6185, Tomografia 5036, Ressonância Magnética 100, Ultrassonografia 905. Atendimentos de urgência/emergência: 4815. Consultas médicas ambulatoriais: 2727; consultas não médicas: 1606. Número de leitos operacionais: 408. Internações hospitalares (total de internações): 1771. Glosas SIH: 0.1% (2 procedimentos rejeitados em 2001 apresentados). Perda de medicamentos por validade: 1.74%. A OSS gestora identificada pelo contexto do hospital HUGOL é AGIR.",AGIR,2023,10,mensal,,16,48
2023,C:\OSS-Goias\documentos\AGIR\HUGOL\2023\34_Relatorio_Producao\Relatório Gerencial de Produção_HUGOL_11-2023_RET.pdf,Relatório Gerencial de Produção_HUGOL_11-2023_RET,1724,4174,-1,-1,-1,4999,-1,1719,-1,-1,HUGOL,-1,-1,-1,-1,7.97,1230,-1,-1,-1,6.94,97.64,-1,"Relatório de Novembro/2023. OSS gestora não explicitada no documento, atribuída como AGIR conforme instrução. Total de atendimentos médicos ambulatoriais: 2.788 (meta 2.988). Total de atendimentos não médicos: 2.211 (meta 2.000). Atendimentos de Urgência e Emergência: 4.174. AACR: Vermelho 64, Laranja 657, Amarelo 2.218, Verde 1.017, Azul 47, Sem classificação 171. SADT Interno: Raio X 6.182, Tomografia 4.402, Ressonância Magnética 107, Ultrassonografia 788. Atendimentos Serviço Social: Ambulatório 0, Urgência/Emergência 391. Mortalidade operatória em cirurgias cardíacas (em até 07 dias): 4,49%. Tempo de porta aberta para hemodinâmica: 66 minutos. Percentual de glosas no SIH: 0,16% (meta ≤7%). Taxa de readmissão hospitalar em até 29 dias: 7,97% (meta <8%). Taxa de readmissão em UTI em até 48h: 3,59% (meta <5%).",AGIR,2023,11,mensal,,23,49
2023,C:\OSS-Goias\documentos\AGIR\HUGOL\2023\34_Relatorio_Producao\Relatório Gerencial de Produção_HUGOL_12-2023_RET.pdf,Relatório Gerencial de Produção_HUGOL_12-2023_RET,1822,3785,-1,-1,-1,4687,752,1787,-1,-1,HUGOL,-1,-1,-1,-1,11.58,2223,-1,-1,-1,6.71,97.04,-1,"Relatório de Produção referente a Dezembro/2023. Total de saídas no período: 1.822. Total de internações hospitalares: 1.787. Atendimentos de Urgências e Emergências: 3.785. SADT Interno: Raio X 6.367, Tomografia 4.237, Ressonância Magnética 97, Ultrassonografia 795. Acolhimento e Classificação de Risco total: 3.785 (Vermelho 65, Laranja 631, Amarelo 2.037, Verde 845, Azul 32, sem classificação 175). Atendimentos do Serviço Social: Ambulatório 0, Urgência/Emergência 326. Mortalidade operatória em cirurgias cardíacas (em até 07 dias): 7,89%. Tempo de porta aberta para hemodinâmica: 65 minutos. Percentual de glosas no SIH: 0,04% (1 procedimento rejeitado em 2223 apresentados). Taxa de readmissão em UTI em até 48h: 2,49%. Boletim de Produção Ambulatorial (BPA) apresentado: 100%. OSS gestora não explicitada no documento; informada como AGIR conforme metadado.",AGIR,2023,12,mensal,,23,49
2023,C:\OSS-Goias\documentos\AGIR\HUGOL\2023\34_Relatorio_Producao\Relatório Gerencial de Produção_HUGOL_Abr-23.pdf,Relatório Gerencial de Produção_HUGOL_Abr-23,-1,-1,-1,261,-1,4730,1156,1807,-1,-1,HUGOL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Relatório gerencial de produção referente ao período de abril/2023. 10° Termo Aditivo ao Contrato de Gestão n° 003/2014 SES. Inaptidão Clínica realizada: 21,92% (meta <18%). Perda de Concentrado de Hemácias por Validade: 4,19% (meta <5%). Estoque Excedente Estratégico de Concentrado de Hemácias: 40,77% (meta >=8%, trimestral). BPA apresentado: 100%. Documento assinado digitalmente por Lucas Paula da Silva, Superintendente Executivo da AGIR, em 2023-05-18.",AGIR,2023,4,mensal,,8,30
2023,C:\OSS-Goias\documentos\AGIR\HUGOL\2023\34_Relatorio_Producao\Relatório Gerencial de Produção_HUGOL_Ago-22_RET.pdf,Relatório Gerencial de Produção_HUGOL_Ago-22_RET,-1,-1,-1,233,-1,4738,1103,1935,-1,-1,HUGOL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Relatório retificado referente a agosto/2022, adequado ao 10º Termo Aditivo ao Contrato de Gestão nº 003/2014 SES. Inaptidão Clínica realizada: 16% (meta <18%). Perda de Concentrado de Hemácias por Validade: 3,0% (meta <5%). Estoque Excedente Estratégico de Concentrado de Hemácias: 22,6% (meta >8%, meta trimestral). Boletim de Produção Ambulatorial (BPA) apresentado: 100% (meta 100%). Relatório será apreciado e aprovado pelo Conselho de Administração da AGIR em 13/03/2023.",AGIR,2022,8,mensal,,4,27
2023,C:\OSS-Goias\documentos\AGIR\HUGOL\2023\34_Relatorio_Producao\Relatório Gerencial de produção_HUGOL_Consolidado 2023_RET.pdf,Relatório Gerencial de produção_HUGOL_Consolidado 2023_RET,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,HUGOL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Relatório Gerencial de Produção Consolidado HUGOL 2023, referente ao período de janeiro/2023 a dezembro/2023, contrato de gestão nº 003/2014 SES, 10º e 11º Termos Aditivos ao Contrato de Gestão. Hospital Estadual de Urgências Governador Otávio Lage de Siqueira - HUGOL, gerido pela AGIR. O documento apresenta dados mensais desagregados por indicador (Jan a Dez 2023) sem consolidação anual explícita para a maioria dos indicadores. Indicadores de desempenho incluem Taxa de Ocupação Hospitalar (valores mensais variando de 93,00% a 100,54%) e Tempo Médio de Permanência (valores mensais variando de 6,50 a 7,18 dias). Indicadores de qualidade reportados mensalmente incluem: Taxa de Readmissão Hospitalar 29 dias (meta ≤8%), Taxa de Readmissão em UTI 48h (meta <5%), Índice de Intervalo de Substituição, Índice de Infecção em Sítio Cirúrgico em Cirurgia Cardíaca, Taxa de Glosas SIH-DATASUS, entre outros. Assinado por Guillermo Socrates Pinheiro de Lemos, Diretor(a) da Unidade, em 27 de agosto de 2024.",AGIR,2023,,anual,,8,33
2023,C:\OSS-Goias\documentos\AGIR\HUGOL\2023\34_Relatorio_Producao\Relatório Gerencial de Produção_HUGOL_Dez-22_RET.pdf,Relatório Gerencial de Produção_HUGOL_Dez-22_RET,-1,-1,-1,250,-1,4972,878,1972,-1,-1,HUGOL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Relatório retificado referente a dezembro/2022. Produções realizadas e quantitativos de metas foram retificados para adequação ao 10º Termo Aditivo ao Contrato de Gestão nº 003/2014 SES. Inaptidão Clínica realizada: 20,00% (meta ≤18% - não atingido). Perda de Concentrado de Hemácias por Validade realizada: 4,00% (meta ≤5% - atingido). Estoque Excedente Estratégico de Concentrado de Hemácias realizada: 36,41% (meta ≥8% - atingido; meta trimestral). Relatório apreciado e aprovado pelo Conselho de Administração da AGIR conforme reunião prevista para 13/03/2023. Assinado por Lucas Paula da Silva, Superintendente Executivo da AGIR.",AGIR,2022,12,mensal,,4,27
2023,C:\OSS-Goias\documentos\AGIR\HUGOL\2023\34_Relatorio_Producao\Relatório Gerencial de Produção_HUGOL_Fev-23_RET.pdf,Relatório Gerencial de Produção_HUGOL_Fev-23_RET,-1,-1,-1,273,-1,4484,1123,1790,-1,-1,HUGOL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Relatório gerencial de produção referente ao período de fevereiro/2023, aprovado pelo Conselho de Administração da AGIR conforme reunião prevista para 14/06/2023. Inaptidão Clínica realizada: 22,89% (meta <18%). Perda de Concentrado de Hemácias por Validade: 1,33% (meta <5%). Estoque Excedente Estratégico de Concentrado de Hemácias: 34,77% (meta >8%, meta trimestral). BPA apresentado: 100%. Hemodinâmica: 353 procedimentos realizados (meta 345).",AGIR,2023,2,mensal,,8,30
2023,C:\OSS-Goias\documentos\AGIR\HUGOL\2023\34_Relatorio_Producao\Relatório Gerencial de Produção_HUGOL_Jan-23_RET.pdf,Relatório Gerencial de Produção_HUGOL_Jan-23_RET,-1,-1,-1,280,-1,5072,1086,1859,-1,-1,HUGOL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Relatório gerencial de produção referente ao período de janeiro/2023. Aprovado pelo Conselho de Administração da AGIR conforme reunião prevista para 14/06/2023. Inaptidão Clínica realizada: 20,11% (meta <18%). Perda de Concentrado de Hemácias por Validade: 7,00% (meta <5%). Estoque Excedente (Estratégico) de Concentrado de Hemácias (meta trimestral): 35,60% (meta >=8%). 10° Termo Aditivo ao Contrato de Gestão n° 003/2014 SES.",AGIR,2023,1,mensal,,8,31
2023,C:\OSS-Goias\documentos\AGIR\HUGOL\2023\34_Relatorio_Producao\Relatório Gerencial de Produção_HUGOL_Jul-22_RET.pdf,Relatório Gerencial de Produção_HUGOL_Jul-22_RET,-1,-1,-1,209,-1,2349,1019,1868,-1,-1,HUGOL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Relatório referente a julho/2022, com duas vigências: 9º Termo Aditivo (1º a 14/07/2022) e 10º Termo Aditivo (15 a 31/07/2022). Produções e metas foram retificadas para adequação ao 10º Termo Aditivo, novamente apreciado e aprovado pelo Conselho de Administração da AGIR, conforme reunião prevista para 13/03/2023. Serviço de Hemoterapia: Inaptidão Clínica meta ≤18% realizado 12%; Perda de Concentrado de Hemácias por Validade meta ≤5% realizado 7,0%; Estoque Excedente de Concentrado de Hemácias (meta trimestral) meta ≥8% realizado 24,9%. Internações do 9º Aditivo: 870 realizadas vs meta 854. Internações do 10º Aditivo: 998 realizadas vs meta 1006. Cirurgias programadas do 9º Aditivo: 123 realizadas vs meta 220. Cirurgias programadas do 10º Aditivo: 86 realizadas vs meta 150. Os valores de internacoes e cirurgias_total no campo atendimentos correspondem à soma dos dois períodos do mês.",AGIR,2022,7,mensal,,4,50
2023,C:\OSS-Goias\documentos\AGIR\HUGOL\2023\34_Relatorio_Producao\Relatório Gerencial de Produção_HUGOL_Jun-23.pdf,Relatório Gerencial de Produção_HUGOL_Jun-23,-1,-1,-1,272,-1,5169,1098,1881,-1,-1,HUGOL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Relatório gerencial de produção referente ao período de junho/2023, aprovado pelo Conselho de Administração da AGIR conforme reunião prevista para 11/09/2023. Inaptidão Clínica realizada: 20,20% (meta <18%). Perda de Concentrado de Hemácias por Validade: 3,92% (meta <5%). Estoque Excedente Estratégico de Concentrado de Hemácias: 40,60% (meta >8%, meta trimestral). BPA apresentado: 100%.",AGIR,2023,6,mensal,,8,30
2023,C:\OSS-Goias\documentos\AGIR\HUGOL\2023\34_Relatorio_Producao\Relatório Gerencial de Produção_HUGOL_Mai-23.pdf,Relatório Gerencial de Produção_HUGOL_Mai-23,-1,-1,-1,255,-1,5354,1146,1877,-1,-1,HUGOL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Relatório gerencial de produção referente ao período de maio/2023, aprovado pelo Conselho de Administração da AGIR conforme reunião prevista para 11/09/2023. Assinado por Lucas Paula da Silva, Superintendente Executivo da AGIR. Inaptidão Clínica realizada: 24,90% (meta <18%). Perda de Concentrado de Hemácias por Validade: 3,73% (meta <5%). Estoque Excedente Estratégico de Concentrado de Hemácias: 46,66% (meta >8%, trimestral). Boletim de Produção Ambulatorial (BPA) apresentado: 100%.",AGIR,2023,5,mensal,,8,30
2023,C:\OSS-Goias\documentos\AGIR\HUGOL\2023\34_Relatorio_Producao\Relatório Gerencial de Produção_HUGOL_Mar-23.pdf,Relatório Gerencial de Produção_HUGOL_Mar-23,-1,-1,292,292,-1,5595,1208,2001,-1,-1,HUGOL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Relatório gerencial de produção referente ao período de março/2023, aprovado pelo Conselho de Administração da AGIR em reunião prevista para 14/06/2023. Inaptidão Clínica realizada: 23,00% (meta <18%). Perda de Concentrado de Hemácias por Validade: 2,00% (meta <5%). Estoque Excedente Estratégico de Concentrado de Hemácias: 45,38% (meta >=8%, meta trimestral). 10° Termo Aditivo ao Contrato de Gestão n° 003/2014 SES.",AGIR,2023,3,mensal,,8,31
2023,C:\OSS-Goias\documentos\AGIR\HUGOL\2023\34_Relatorio_Producao\Relatório Gerencial de Produção_HUGOL_Nov-22_RET.pdf,Relatório Gerencial de Produção_HUGOL_Nov-22_RET,-1,-1,278,278,-1,5617,1103,1959,-1,-1,HUGOL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Relatório gerencial retificado referente a novembro/2022, com produções e metas adequadas ao 10º Termo Aditivo ao Contrato de Gestão nº 003/2014 SES. Será apreciado e aprovado pelo Conselho de Administração da AGIR em reunião prevista para 13/03/2023. Indicadores de hemoterapia: Inaptidão Clínica meta ≤18% realizado 16%; Perda de Concentrado de Hemácias por Validade meta ≤5% realizado 1,0%; Estoque Excedente (Estratégico) de Concentrado de Hemácias (meta trimestral) meta ≥8% realizado 41,2%; BPA apresentado 100%.",AGIR,2022,11,mensal,,4,27
2023,C:\OSS-Goias\documentos\AGIR\HUGOL\2023\34_Relatorio_Producao\Relatório Gerencial de Produção_HUGOL_Out-22_RET.pdf,Relatório Gerencial de Produção_HUGOL_Out-22_RET,-1,-1,-1,271,-1,4827,1150,2063,-1,-1,HUGOL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Relatório retificado referente a outubro/2022, adequado ao 10º Termo Aditivo ao Contrato de Gestão nº 003/2014 SES. Inaptidão Clínica realizada: 18% (meta <18%). Perda de Concentrado de Hemácias por Validade: 2,0% (meta <5%). Estoque Excedente Estratégico de Concentrado de Hemácias: 27,2% (meta >8%, meta trimestral). Boletim de Produção Ambulatorial (BPA) apresentado: 100% (meta 100%). Será apreciado e aprovado pelo Conselho de Administração da AGIR em reunião prevista para 13/03/2023.",AGIR,2022,10,mensal,,4,27
2023,C:\OSS-Goias\documentos\AGIR\HUGOL\2023\34_Relatorio_Producao\Relatório Gerencial de Produção_HUGOL_Set-22_RET.pdf,Relatório Gerencial de Produção_HUGOL_Set-22_RET,-1,-1,-1,252,-1,4498,983,1907,-1,-1,HUGOL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Relatório retificado referente a setembro/2022, adequado ao 10º Termo Aditivo ao Contrato de Gestão nº 003/2014 SES. Produções realizadas e metas foram retificadas para adequação ao 10º Termo Aditivo. Será apreciado e aprovado pelo Conselho de Administração da AGIR em reunião prevista para 13/03/2023. Inaptidão Clínica realizada: 16% (meta: <18%). Perda de Concentrado de Hemácias por Validade: 1,0% (meta: <5%). Estoque Excedente Estratégico de Concentrado de Hemácias: 29,7% (meta: >8%, trimestral). BPA apresentado: 100%.",AGIR,2022,9,mensal,,4,26
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\34_Relatorio_Producao\1704982563264-HEANA - Relatório Gerencial de Produção - Dezembro2023.pdf,1704982563264-HEANA - Relatório Gerencial de Produção - Dezembro2023,-1,2253,150,150,-1,1454,36206,691,-1,49,HEANA,-1,-1,-1,-1,0.1,-1,-1,-1,51,7,99,51,"Relatório referente ao 4º Termo Aditivo ao Contrato de Gestão nº 66/2019, Referência Ano 4 - Dezembro/2023. Leitos críticos: 51 leitos de UTI distribuídos em 6 unidades (UTI I a VI), com total de 49 saídas por óbito e 04 transferências externas. SADT Interno total: 36.206 procedimentos. Serviço de Atenção Domiciliar: 101 pacientes/mês, 1.067 atendimentos, 506 visitas. Núcleo Hospitalar de Epidemiologia: Taxa de Óbitos Decorrentes de DAE = 3%. Cirurgias Programadas de Alto Giro superaram a meta (123 vs 86), porém Cirurgias Programadas Gerais ficaram muito abaixo da meta (27 vs 189). Suspensão de cirurgias por condições operacionais da unidade atingiu 4,5%, acima da meta de ≤1%.",FUNEV,2023,12,mensal,,10,26
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\34_Relatorio_Producao\1708427738572- RELATÓRIOS GERENCIAIS DE PRODUÇÃO APROVADOS PELO CONSELHO DE ADMINISTRAÇÃO.pdf,1708427738572- RELATÓRIOS GERENCIAIS DE PRODUÇÃO APROVADOS PELO CONSELHO DE ADMINISTRAÇÃO,-1,27666,1343,1343,-1,14478,14917,7472,-1,-1,HEANA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Relatório anual de 2023, aprovado pelo Conselho de Administração da FUNEV em reunião de 02/02/2024. Contrato nº 66/2019 (4º Termo Aditivo). Internações divididas em Saída Clínica Médica (2.304) e Saída Clínica Cirúrgica (5.168). Cirurgias Programadas totalizaram 1.343 contra meta de 2.785. Hospital Dia reporta Leito Dia (344) e Procedimentos (805) ambos abaixo da meta de 1.980 cada. SADT Externo de 14.917 superou meta de 10.560. Serviço de Atenção Domiciliar com 3.646 atendimentos superou meta de 1.440.",FUNEV,2023,,anual,,0,11
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\34_Relatorio_Producao\1715482797806HEANA - Relatórios de Produção e Desempenho - Abril 2024.pdf,1715482797806HEANA - Relatórios de Produção e Desempenho - Abril 2024,698,2893,135,135,-1,1955,44365,698,-1,-1,HEANA,-1,-1,-1,-1,0.14,-1,-1,-1,-1,6.48,98.56,153,"OSS gestora: FUNEV (Fundação Universitária Evangélica). Contrato de Gestão nº 66/2019, 5º Termo Aditivo, Referência Ano 4. Total de leitos operacionais-dia no período: 4.590 (30 dias), resultando em 153 leitos operacionais. SADT Interno total: 44.365 procedimentos (sem meta definida). Saídas hospitalares total: 698. Número total de internações hospitalares: 703. Nº de saídas da UTI por alta: 178. Percentual de Ocorrência de Glosas no SIH-DATASUS: Em Apuração. Indicador 9 (TMAT 2º ano) não aplicável no período. SADT Externo Disponibilizados total: 888 (acima da meta de 425). Serviço de Atenção Domiciliar: 124 pacientes assistidos (meta 120).",FUNEV,2024,4,mensal,,13,32
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\34_Relatorio_Producao\17164034654761.HEANA- Relatório de Produção.pdf,17164034654761.HEANA- Relatório de Produção,-1,2348,136,-1,-1,3172,39138,664,-1,51,HEANA,-1,-1,-1,-1,0.4,790,-1,-1,51,7,99,51,"O relatório de desempenho está incorretamente identificado como JANEIRO/2023 no cabeçalho interno, mas o contexto e a capa indicam JANEIRO/2024. Total de leitos críticos (UTI) reportados: 51 (6 UTIs). Óbitos nas UTIs: 51 no total (soma das 6 UTIs). SADT Interno total: 39.138 procedimentos. Atendimentos de Urgência e Emergência: Demanda Espontânea 1.945 + Regulados 403 = Total 2.348. Percentual de glosas no SIH-DATASUS: 0% (790 laudos apresentados, 0 reprovados). Taxa de Readmissão em UTI (48h): 3% (4 retornos / 130 saídas da UTI por alta).",FUNEV,2024,1,mensal,,11,29
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\34_Relatorio_Producao\17164598416372. HEANA- Relatório de Produção.pdf,17164598416372. HEANA- Relatório de Produção,703,2365,151,151,-1,1606,39525,703,-1,-1,HEANA,-1,-1,-1,-1,0.1,800,-1,-1,-1,6,100,-1,"OSS gestora: FUNEV (Fundação Universitária Evangélica). 5º Termo Aditivo ao Contrato de Gestão nº 66/2019. Referência Ano 4 - Fevereiro/2024. Total de leitos operacionais-dia: 4.400. Total de pacientes-dia: 4.381. Saídas hospitalares (período): 703. Total de internações hospitalares (indicador 4): 707. UTI: saídas por alta = 130, retornos em 48h = 2. Glosas: 800 laudos apresentados, 3 reprovados, percentual 0,4%. SADT Interno total: 39.525 procedimentos (sem meta definida). Indicador de TMAT para o 2º ano não reportado (em implantação). CPRE com início previsto para abril/2024. Número de consultas ofertadas: 2.410; propostas na meta: 1.200.",FUNEV,2024,2,mensal,,11,41
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\34_Relatorio_Producao\17164602901783.HEANA - Relatório de produção.pdf,17164602901783.HEANA - Relatório de produção,725,2661,152,152,-1,1375,43772,725,-1,-1,HEANA,-1,-1,-1,-1,0.1,797,-1,-1,-1,7.0,100.0,-1,"Relatório referente ao 5º Termo Aditivo ao Contrato de Gestão nº 66/2019, Referência Ano 4 - Março/2024. SADT Interno sem meta definida, total de 43.772 procedimentos realizados. Percentual de Glosa SIH-DATASUS de 0,12% (1 procedimento rejeitado de 797 apresentados). Indicador 6 (Glosas) reportado como DELAY no relatório de desempenho, mas posteriormente calculado no documento específico de glosas como 0,12%. Indicador 9 (TMAT 2º ano) não aplicável no período. Total de pacientes-dia no período: 4.733; Total de leitos operacionais-dia: 4.752.",FUNEV,2024,3,mensal,,10,41
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\34_Relatorio_Producao\1718123127676Relatorio produção maio.pdf,1718123127676Relatorio produção maio,715,2997,136,136,-1,1843,46761,715,-1,-1,HEANA,-1,-1,-1,-1,0.14,-1,-1,-1,-1,6.63,99.68,-1,"OSS gestora é a FUNEV (Fundação Universitária Evangélica). O documento refere-se ao 5º Termo Aditivo ao Contrato de Gestão nº 66/2019, Referência Ano 4 - Maio/2024. Total de leitos operacionais-dia do período: 4.758; Total de pacientes-dia: 4.743. SADT Interno total: 46.761 procedimentos (sem meta definida). SADT Externo disponibilizados: 891; realizados: 415. Atendimento de urgência/emergência: 2.497 demanda espontânea + 500 regulados = 2.997 total. Indicador de Glosas no SIH-DATASUS em apuração. Taxa de readmissão hospitalar calculada sobre 711 internações (número de internações hospitalares informado no indicador). Número de consultas ofertadas: 2.931; número de consultas propostas nas metas: 1.200.",FUNEV,2024,5,mensal,,10,26
