_ano_pasta,_doc_path,_filename,hospital,natureza_despesa,oss_gestora,periodo.ano,periodo.mes,periodo.tipo_periodo,rubrica,valor
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Entrada,FUNEV,2024,6,mensal,Repasse CEF C/C 6886-1 CUSTEIO,9417379.23
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Entrada,FUNEV,2024,6,mensal,Repasse CEF C/C 6888-8 FUNDO RESCISÓRIO,170279.25
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Entrada,FUNEV,2024,6,mensal,Repasse CEF C/C 6887-0 INVESTIMENTO,2466200.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Entrada,FUNEV,2024,6,mensal,Rendimento CEF C/A 6886-1 CUSTEIO,61362.41
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Entrada,FUNEV,2024,6,mensal,Rendimento CEF C/A 6888-8 FUNDO RESCISÓRIO,8585.43
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Entrada,FUNEV,2024,6,mensal,Rendimento CEF C/A 5557-9 CUSTEIO,0.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Entrada,FUNEV,2024,6,mensal,Rendimento CEF C/A 4532-8 TAC,11485.57
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Entrada,FUNEV,2024,6,mensal,Rendimento CEF C/A 6887-0 INVESTIMENTO,12445.13
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Entrada,FUNEV,2024,6,mensal,Outras entradas - Movimentações/Recuperação de despesas,341.6
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Resgate,FUNEV,2024,6,mensal,Resgate CEF C/A 6886-1 CUSTEIO,9290146.19
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Resgate,FUNEV,2024,6,mensal,Resgate CEF C/A 6888-8 FUNDO RESCISÓRIO,54120.38
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Resgate,FUNEV,2024,6,mensal,Resgate CEF C/A 5557-9 CUSTEIO,0.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Resgate,FUNEV,2024,6,mensal,Resgate CEF C/A 4532-8 TAC,55.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Resgate,FUNEV,2024,6,mensal,Resgate CEF C/A 6887-0 INVESTIMENTO,248634.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Aplicação,FUNEV,2024,6,mensal,Aplicação CEF C/A 6886-1 CUSTEIO,9333742.95
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Aplicação,FUNEV,2024,6,mensal,Aplicação CEF C/A 6888-8 FUNDO RESCISÓRIO,170279.24
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Aplicação,FUNEV,2024,6,mensal,Aplicação CEF C/A 5557-9 CUSTEIO,0.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Aplicação,FUNEV,2024,6,mensal,Aplicação CEF C/A 4532-8 TAC,0.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Aplicação,FUNEV,2024,6,mensal,Aplicação CEF C/A 6887-0 INVESTIMENTO,2466200.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Saída Custeio,FUNEV,2024,6,mensal,5.1.1 Pessoal,724895.4
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Saída Custeio,FUNEV,2024,6,mensal,5.1.2 Serviços,1618291.66
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Saída Custeio,FUNEV,2024,6,mensal,5.1.3 Materiais e Insumos,5298674.57
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Saída Custeio,FUNEV,2024,6,mensal,5.1.4 Bloqueio Judicial,0.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Saída Custeio,FUNEV,2024,6,mensal,"5.1.5 Tributos: Impostos, Taxas e Contribuições",667657.17
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Saída Custeio,FUNEV,2024,6,mensal,5.1.6 Encargos Sociais,893802.01
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Saída Custeio,FUNEV,2024,6,mensal,5.1.7 Despesa Administrativa,263115.49
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Saída Custeio,FUNEV,2024,6,mensal,"5.1.8 Outros (Concessionárias, viagem, bancárias)",11581.44
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Saída Investimento,FUNEV,2024,6,mensal,"5.2.1 Aquisição de Bens (equipamentos, mobiliários)",341046.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Saída Investimento,FUNEV,2024,6,mensal,5.2.2 Aquisição de Bens Imobilizados,2599.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Saída Investimento,FUNEV,2024,6,mensal,5.2.3 Aquisição Direito de Uso de Software,0.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Saída Investimento,FUNEV,2024,6,mensal,5.2.4 Outros Investimentos,0.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Devolução,FUNEV,2024,6,mensal,6.1 Valores Devolvidos CUSTEIO,0.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Devolução,FUNEV,2024,6,mensal,6.2 Valores Devolvidos INVESTIMENTO,0.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Glosa,FUNEV,2024,6,mensal,8.1 Glosa - servidores cedidos,38184.21
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Glosa,FUNEV,2024,6,mensal,8.2 Glosa - não cumprimento das metas,0.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\17215737348263.9.1 Fluxo de Caixa HEANA 06-2024.xlsx,17215737348263.9.1 Fluxo de Caixa HEANA 06-2024,HEANA,Glosa,FUNEV,2024,6,mensal,8.3 Glosa - outras ENEL,66723.8
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185345-7_Relatorio_financeiro_mensal_Heana.pdf,1723552185345-7_Relatorio_financeiro_mensal_Heana,HEANA,Custeio,FUNEV,2024,7,mensal,5.1.1 Pessoal - CUSTEIO,635640.48
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185345-7_Relatorio_financeiro_mensal_Heana.pdf,1723552185345-7_Relatorio_financeiro_mensal_Heana,HEANA,Custeio,FUNEV,2024,7,mensal,5.1.2 Serviços - CUSTEIO,1375765.73
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185345-7_Relatorio_financeiro_mensal_Heana.pdf,1723552185345-7_Relatorio_financeiro_mensal_Heana,HEANA,Custeio,FUNEV,2024,7,mensal,5.1.3 Materiais e Insumos - CUSTEIO,6467079.43
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185345-7_Relatorio_financeiro_mensal_Heana.pdf,1723552185345-7_Relatorio_financeiro_mensal_Heana,HEANA,Custeio,FUNEV,2024,7,mensal,5.1.4 Bloqueio Judicial - CUSTEIO,0.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185345-7_Relatorio_financeiro_mensal_Heana.pdf,1723552185345-7_Relatorio_financeiro_mensal_Heana,HEANA,Custeio,FUNEV,2024,7,mensal,"5.1.5 Tributos: Impostos, Taxas e Contribuições - CUSTEIO",670104.95
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185345-7_Relatorio_financeiro_mensal_Heana.pdf,1723552185345-7_Relatorio_financeiro_mensal_Heana,HEANA,Custeio,FUNEV,2024,7,mensal,5.1.6 Encargos Sociais - CUSTEIO,892450.58
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185345-7_Relatorio_financeiro_mensal_Heana.pdf,1723552185345-7_Relatorio_financeiro_mensal_Heana,HEANA,Custeio,FUNEV,2024,7,mensal,5.1.7 Despesa Administrativa (Item 12.1.v) - CUSTEIO,224666.92
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185345-7_Relatorio_financeiro_mensal_Heana.pdf,1723552185345-7_Relatorio_financeiro_mensal_Heana,HEANA,Custeio,FUNEV,2024,7,mensal,"5.1.8 Outros (Concessionárias, viagem, bancárias, encargos s/ Aplicação) - CUSTEIO",269778.66
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185345-7_Relatorio_financeiro_mensal_Heana.pdf,1723552185345-7_Relatorio_financeiro_mensal_Heana,HEANA,Investimento,FUNEV,2024,7,mensal,"5.2.1 Aquisições de Bens (equipamentos, mobiliários) - INVESTIMENTO",0.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185345-7_Relatorio_financeiro_mensal_Heana.pdf,1723552185345-7_Relatorio_financeiro_mensal_Heana,HEANA,Investimento,FUNEV,2024,7,mensal,5.2.2 Aquisições de Bens Imobilizados - INVESTIMENTO,54600.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185345-7_Relatorio_financeiro_mensal_Heana.pdf,1723552185345-7_Relatorio_financeiro_mensal_Heana,HEANA,Investimento,FUNEV,2024,7,mensal,5.2.3 Aquisições Direito de Uso de Software - INVESTIMENTO,0.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185345-7_Relatorio_financeiro_mensal_Heana.pdf,1723552185345-7_Relatorio_financeiro_mensal_Heana,HEANA,Investimento,FUNEV,2024,7,mensal,5.2.4 Outros - INVESTIMENTO,0.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Entrada,FUNEV,2024,7,mensal,Repasse CEF C/C 6886-1 - CUSTEIO,10820169.61
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Entrada,FUNEV,2024,7,mensal,Repasse CEF C/C 6888-8 - FUNDO RESCISÓRIO,168390.34
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Entrada,FUNEV,2024,7,mensal,Repasse CEF C/C 6887-0 - INVESTIMENTO,1229044.2
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Entrada,FUNEV,2024,7,mensal,Rendimento Aplicação CEF C/A 6886-1 - CUSTEIO,73862.31
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Entrada,FUNEV,2024,7,mensal,Rendimento Aplicação CEF C/A 6888-8 - FUNDO RESCISÓRIO,10860.84
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Entrada,FUNEV,2024,7,mensal,Rendimento Aplicação CEF C/A 5557-9 - CUSTEIO,0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Entrada,FUNEV,2024,7,mensal,Rendimento Aplicação CEF C/A 4532-8 - TAC,10754.69
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Entrada,FUNEV,2024,7,mensal,Rendimento Aplicação CEF C/A 6887-0 - INVESTIMENTO,25179.27
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Entrada,FUNEV,2024,7,mensal,Outras entradas - Movim. Financeiras; recuperação de despesas,-598101.18
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Saída - Custeio,FUNEV,2024,7,mensal,Pagamentos - Pessoal,635640.48
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Saída - Custeio,FUNEV,2024,7,mensal,Pagamentos - Serviços,1375765.73
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Saída - Custeio,FUNEV,2024,7,mensal,Pagamentos - Materiais e Insumos,6467079.43
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Saída - Custeio,FUNEV,2024,7,mensal,Pagamentos - Bloqueio Judicial,0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Saída - Custeio,FUNEV,2024,7,mensal,"Pagamentos - Tributos: Impostos, Taxas e Contribuições",670104.95
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Saída - Custeio,FUNEV,2024,7,mensal,Pagamentos - Encargos Sociais,892450.58
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Saída - Custeio,FUNEV,2024,7,mensal,Pagamentos - Despesa Administrativa,224666.92
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Saída - Custeio,FUNEV,2024,7,mensal,"Pagamentos - Outros (Concessionárias, desp. viagem, desp. bancárias, encargos s/ Aplicação)",269778.66
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Saída - Investimento,FUNEV,2024,7,mensal,"Pagamentos - Aquisições de Bens (equipamentos, mobiliários)",0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Saída - Investimento,FUNEV,2024,7,mensal,Pagamentos - Aquisições de Bens Imobilizados,54600.0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Saída - Investimento,FUNEV,2024,7,mensal,Pagamentos - Aquisições Direito de Uso de Software,0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Devolução,FUNEV,2024,7,mensal,Valores Devolvidos à Contratante - CUSTEIO,0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1723552185346-391_Fluxo_de_Caixa_HEANA_072024.xlsx,1723552185346-391_Fluxo_de_Caixa_HEANA_072024,HEANA,Devolução,FUNEV,2024,7,mensal,Valores Devolvidos à Contratante - INVESTIMENTO,0
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1726016401105-Fluxo_de_Caixa_Heana.pdf,1726016401105-Fluxo_de_Caixa_Heana,HEANA,Entrada,FUNEV,2024,8,mensal,Repasse CEF C/C 6886-1 - CUSTEIO,10050910.66
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1726016401105-Fluxo_de_Caixa_Heana.pdf,1726016401105-Fluxo_de_Caixa_Heana,HEANA,Entrada,FUNEV,2024,8,mensal,Repasse CEF C/C 6888-8 - FUNDO RESCISÓRIO,172187.98
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1726016401105-Fluxo_de_Caixa_Heana.pdf,1726016401105-Fluxo_de_Caixa_Heana,HEANA,Entrada,FUNEV,2024,8,mensal,Repasse CEF C/C 6887-0 - INVESTIMENTO,357574.12
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1726016401105-Fluxo_de_Caixa_Heana.pdf,1726016401105-Fluxo_de_Caixa_Heana,HEANA,Rendimento,FUNEV,2024,8,mensal,Rendimento Aplicação Financeira CEF C/A 6886-1 - CUSTEIO,70307.12
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1726016401105-Fluxo_de_Caixa_Heana.pdf,1726016401105-Fluxo_de_Caixa_Heana,HEANA,Rendimento,FUNEV,2024,8,mensal,Rendimento Aplicação Financeira CEF C/A 6888-8 - FUNDO RESCISÓRIO,10519.51
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1726016401105-Fluxo_de_Caixa_Heana.pdf,1726016401105-Fluxo_de_Caixa_Heana,HEANA,Rendimento,FUNEV,2024,8,mensal,Rendimento Aplicação Financeira CEF C/A 4532-8 - TAC,7063.5
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1726016401105-Fluxo_de_Caixa_Heana.pdf,1726016401105-Fluxo_de_Caixa_Heana,HEANA,Rendimento,FUNEV,2024,8,mensal,Rendimento Aplicação Financeira CEF C/A 6887-0 - INVESTIMENTO,34071.1
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1726016401105-Fluxo_de_Caixa_Heana.pdf,1726016401105-Fluxo_de_Caixa_Heana,HEANA,Custeio,FUNEV,2024,8,mensal,Pagamento Pessoal,4634873.73
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1726016401105-Fluxo_de_Caixa_Heana.pdf,1726016401105-Fluxo_de_Caixa_Heana,HEANA,Custeio,FUNEV,2024,8,mensal,Pagamento Serviços,2099318.69
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1726016401105-Fluxo_de_Caixa_Heana.pdf,1726016401105-Fluxo_de_Caixa_Heana,HEANA,Custeio,FUNEV,2024,8,mensal,Pagamento Materiais e Insumos,2062201.57
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1726016401105-Fluxo_de_Caixa_Heana.pdf,1726016401105-Fluxo_de_Caixa_Heana,HEANA,Custeio,FUNEV,2024,8,mensal,Pagamento Tributos,646131.63
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1726016401105-Fluxo_de_Caixa_Heana.pdf,1726016401105-Fluxo_de_Caixa_Heana,HEANA,Custeio,FUNEV,2024,8,mensal,Pagamento Encargos Sociais,933478.04
2024,C:\OSS-Goias\documentos\FUNEV\HEANA\2024\21_Relatorio_Comparativo_Recursos\1726016401105-Fluxo_de_Caixa_Heana.pdf,1726016401105-Fluxo_de_Caixa_Heana,HEANA,Custeio,FUNEV,2024,8,mensal,Despesa Administrativa,231149.02
