_ano_pasta,_doc_path,_filename,ano_mes,entradas,fonte_entrada,hospital,oss_gestora,periodo.ano,periodo.mes,periodo.tipo_periodo,saidas,saldo_acumulado
2024,"C:\OSS-Goias\documentos\IGH\HEAPA\2024\21_Relatorio_Comparativo_Recursos\2024.11 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público (1).xlsx","2024.11 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público (1)",2024-11,129261.72,Rendimentos sobre aplicações financeiras e outras entradas (128943.98),HEAPA,IGH,2024,11,mensal,129191.23,46203.32
2024,"C:\OSS-Goias\documentos\IGH\HEAPA\2024\21_Relatorio_Comparativo_Recursos\2024.11 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público.pdf","2024.11 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público",2024-11,129261.72,Rendimentos sobre aplicações financeiras e outras entradas (recuperação de despesas),HEAPA,IGH,2024,11,mensal,129191.23,46203.32
2024,"C:\OSS-Goias\documentos\IGH\HEAPA\2024\21_Relatorio_Comparativo_Recursos\2024.12 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público-Assinado.pdf","2024.12 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público-Assinado",2024-12,133933.84,"Rendimentos sobre aplicações financeiras e outras entradas (recuperação de despesas, desbloqueio judicial)",HEAPA,IGH,2024,12,mensal,127816.11,52321.05
2024,"C:\OSS-Goias\documentos\IGH\HEAPA\2024\21_Relatorio_Comparativo_Recursos\2024.12 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público.xlsx","2024.12 - HEAPA - Relatório mensal comparativo dos recursos recebidos, gastos e devolvidos ao Público",2024-12,133933.84,Repasse SES: 0; Rendimentos: 362.14; Outras entradas: 133569.7,HEAPA,IGH,2024,12,mensal,127816.11,52321.05
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-01.2018-1.xlsx,FLUXO-DE-CAIXA-01.2018-1,2018-01,1897213.89,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2018,1,mensal,3196195.52,5350295.55
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-01.2018.pdf,FLUXO-DE-CAIXA-01.2018,2018-01,1897213.89,"Repasse SES, Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2018,1,mensal,3196195.52,5350295.55
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-01.2019.xlsx,FLUXO-DE-CAIXA-01.2019,2019-01,1264451.64,"Repasse SES, Rendimento sobre Aplicações Financeiras, Aporte de Caixa",CREDEQ,ABEVIDA,2019,1,mensal,1288409.32,70838.64
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-01.2020-1.pdf,FLUXO-DE-CAIXA-01.2020-1,2020-01,1870627.87,"Repasse SES, Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2020,1,mensal,1864651.61,10049.64
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-01.2020.xlsx,FLUXO-DE-CAIXA-01.2020,2020-01,1870627.87,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2020,1,mensal,1864651.61,10049.64
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-02.2018-1.xlsx,FLUXO-DE-CAIXA-02.2018-1,2018-02,724049.29,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2018,2,mensal,2401388.93,3672955.91
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-02.2018.pdf,FLUXO-DE-CAIXA-02.2018,2018-02,724049.29,Repasse SES + Rendimentos + Recuperação de Despesas + Aporte de Caixa,CREDEQ,ABEVIDA,2018,2,mensal,2401388.93,3672955.91
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-02.2019.pdf,FLUXO-DE-CAIXA-02.2019,2019-02,2490108.5,"Repasse SES, Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2019,2,mensal,1556370.1,1004577.04
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-02.2020-1.xlsx,FLUXO-DE-CAIXA-02.2020-1,2020-02,4474371.81,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2020,2,mensal,3509991.55,974429.9
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-02.2020.xlsx,FLUXO-DE-CAIXA-02.2020,2020-02,4474371.81,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2020,2,mensal,3509991.55,974429.9
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-03.2018-1.xlsx,FLUXO-DE-CAIXA-03.2018-1,2018-03,1896546.89,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2018,3,mensal,2375455.39,3194047.41
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-03.2018.pdf,FLUXO-DE-CAIXA-03.2018,2018-03,1896546.89,"Repasse SES, Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2018,3,mensal,2375455.39,3194047.41
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-03.2019.pdf,FLUXO-DE-CAIXA-03.2019,2019-03,2361864.7,"Repasse SES, Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2019,3,mensal,2204942.74,1161499.0
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-03.2020.xlsx,FLUXO-DE-CAIXA-03.2020,2020-03,4016155.56,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2020,3,mensal,3395787.25,1594798.21
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-04.2018-1.xlsx,FLUXO-DE-CAIXA-04.2018-1,2018-04,1843754.45,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2018,4,mensal,2602206.73,2015653.67
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-04.2018.pdf,FLUXO-DE-CAIXA-04.2018,2018-04,1843754.45,"Repasse SES, Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2018,4,mensal,2602206.73,2015653.67
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-04.2019.xlsx,FLUXO-DE-CAIXA-04.2019,2019-04,2229385.97,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2019,4,mensal,1864963.55,1462921.42
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-04.2020.pdf,FLUXO-DE-CAIXA-04.2020,2020-04,616522.14,"Repasse SES, Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa, Receitas não governamentais (Doações)",CREDEQ,ABEVIDA,2020,4,mensal,1591989.85,619330.5
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-05.2018-1.xlsx,FLUXO-DE-CAIXA-05.2018-1,2018-05,2577883.92,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa, Bloqueio Judicial",CREDEQ,ABEVIDA,2018,5,mensal,3275987.16,1737492.01
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-05.2018.pdf,FLUXO-DE-CAIXA-05.2018,2018-05,2577883.92,"Repasse SES, Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa, Bloqueio Judicial",CREDEQ,ABEVIDA,2018,5,mensal,3275987.16,1737492.01
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-05.2019.xlsx,FLUXO-DE-CAIXA-05.2019,2019-05,2455695.6,"Repasse SES, Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2019,5,mensal,2348515.62,1632570.03
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-05.2020.xlsx,FLUXO-DE-CAIXA-05.2020,2020-05,2808434.36,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa, Receitas não governamentais (Doações)",CREDEQ,ABEVIDA,2020,5,mensal,2004725.24,1423039.62
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-06.2018-1.xlsx,FLUXO-DE-CAIXA-06.2018-1,2018-06,1488356.67,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2018,6,mensal,2360396.63,865452.05
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-06.2018.pdf,FLUXO-DE-CAIXA-06.2018,2018-06,1488356.67,"Repasse SES, Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2018,6,mensal,2360396.63,865452.05
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-06.2019.xlsx,FLUXO-DE-CAIXA-06.2019,2019-06,4484567.97,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2019,6,mensal,2827307.73,3289271.3
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-06.2020.pdf,FLUXO-DE-CAIXA-06.2020,2020-06,2294465.17,"Repasse SES, Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2020,6,mensal,2354112.63,1363392.16
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-07.2018-1.xlsx,FLUXO-DE-CAIXA-07.2018-1,2018-07,2026992.08,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2018,7,mensal,2171942.19,720501.94
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-07.2018.pdf,FLUXO-DE-CAIXA-07.2018,2018-07,2026992.08,"Repasse SES, Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2018,7,mensal,2171942.19,720501.94
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-07.2019.pdf,FLUXO-DE-CAIXA-07.2019,2019-07,2414074.79,"Repasse SES, Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2019,7,mensal,3363954.91,2331391.18
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-07.2020.xlsx,FLUXO-DE-CAIXA-07.2020,2020-07,2305695.55,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2020,7,mensal,2378799.17,1490288.54
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-08.2018-1.xlsx,FLUXO-DE-CAIXA-08.2018-1,2018-08,1515174.96,Repasse SES + Rendimento sobre Aplicações Financeiras + Aporte de Caixa,CREDEQ,ABEVIDA,2018,8,mensal,1663952.426,571724.48
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-08.2018.pdf,FLUXO-DE-CAIXA-08.2018,2018-08,1515174.96,"Repasse SES, Rendimento sobre Aplicação Financeiras, Aporte de Caixa",CREDEQ,ABEVIDA,2018,8,mensal,1663952.43,571724.48
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-08.2019.pdf,FLUXO-DE-CAIXA-08.2019,2019-08,20001.58,"Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2019,8,mensal,2259397.79,91995.0
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-08.2020.pdf,FLUXO-DE-CAIXA-08.2020,2020-08,1666410.3,"Repasse SES, Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2020,8,mensal,2181608.83,974290.01
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-09.2018-1.xlsx,FLUXO-DE-CAIXA-09.2018-1,2018-09,957994.38,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2018,9,mensal,1462449.73,67269.13
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-09.2018.pdf,FLUXO-DE-CAIXA-09.2018,2018-09,957994.38,"Repasse SES, Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2018,9,mensal,1462449.73,67269.13
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-09.2019.xlsx,FLUXO-DE-CAIXA-09.2019,2019-09,2152.14,"Rendimento sobre Aplicação Financeiras, Recuperação de Despesas",CREDEQ,ABEVIDA,2019,9,mensal,93116.98,1030.16
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-09.2020.pdf,FLUXO-DE-CAIXA-09.2020,2020-09,2216098.42,"Repasse SES, Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2020,9,mensal,2082816.83,1108371.6
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-10.2018-1.xlsx,FLUXO-DE-CAIXA-10.2018-1,2018-10,2727243.74,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2018,10,mensal,1664423.96,1130089.28
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-10.2018.pdf,FLUXO-DE-CAIXA-10.2018,2018-10,2727243.74,"Repasse SES, Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2018,10,mensal,1664423.96,1130089.28
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-10.2019.xlsx,FLUXO-DE-CAIXA-10.2019,2019-10,8467731.94,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2019,10,mensal,5765637.47,2703124.63
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-10.2020.pdf,FLUXO-DE-CAIXA-10.2020,2020-10,2022313.27,"Repasse SES, Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2020,10,mensal,2107473.3,1023211.57
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-11.2018-1.xlsx,FLUXO-DE-CAIXA-11.2018-1,2018-11,2077907.79,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2018,11,mensal,2034491.11,1173505.59
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-11.2018.pdf,FLUXO-DE-CAIXA-11.2018,2018-11,2077907.79,"Repasse SES, Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2018,11,mensal,2034491.11,1173505.59
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-11.2019.xlsx,FLUXO-DE-CAIXA-11.2019,2019-11,1987787.4,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2019,11,mensal,2461692.48,2229219.55
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-11.2020.xlsx,FLUXO-DE-CAIXA-11.2020,2020-11,3152584.35,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2020,11,mensal,2793282.02,1382513.9
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-12.2018-1.xlsx,FLUXO-DE-CAIXA-12.2018-1,2018-12,739910.31,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2018,12,mensal,1818698.07,94717.83
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-12.2019.xlsx,FLUXO-DE-CAIXA-12.2019,2019-12,38181.75,"Repasse SES, Rendimento sobre Aplicações Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2019,12,mensal,2263327.92,4073.38
2024,C:\OSS-Goias\documentos\ABEVIDA\CRESM\2024\21_Relatorio_Comparativo_Recursos\FLUXO-DE-CAIXA-12.2020.pdf,FLUXO-DE-CAIXA-12.2020,2020-12,1893965.43,"Repasse SES, Rendimento sobre Aplicação Financeiras, Recuperação de Despesas, Aporte de Caixa",CREDEQ,ABEVIDA,2020,12,mensal,2422427.97,854051.36
2024,C:\OSS-Goias\documentos\Albert Einstein\HUGO\2024\21_Relatorio_Comparativo_Recursos\Fluxo-de-Caixa-Novembro-2024.xlsx,Fluxo-de-Caixa-Novembro-2024,2024-11,41651853.43,"SES-GO (Custeio, Investimento, Rescisório) + Rendimentos + Recuperação de Despesas + Reembolso",HUGO,Albert Einstein,2024,11,mensal,25963461.91,49254775.72
2024,documentos\IMED\HETRIN\2024\99_NaoClassificado\G.9-RELACAO-MENSAL-DOS-RECURSOS-RECEBIDOS-E-GASTOS-JUL24-H.xlsx,G.9-RELACAO-MENSAL-DOS-RECURSOS-RECEBIDOS-E-GASTOS-JUL24-H,2024-07,6635993.2,"Repasse SES Custeio, Repasse Investimento, Rendimentos, Outras Entradas",HUTRIN,IMED,2024,7,mensal,6351828.08,39477490.01
2024,documentos\IMED\HETRIN\2024\99_NaoClassificado\G.9-RELACAO-MENSAL-RECURSOS-RECEBIDOS-E-GASTOS-JAN24.pdf,G.9-RELACAO-MENSAL-RECURSOS-RECEBIDOS-E-GASTOS-JAN24,2024-01,6175418.13,Repasse SES (Custeio) + Rendimentos + Outras entradas,HETRIN,IMED,2024,1,mensal,5797500.49,40507177.5
2024,documentos\IMED\HETRIN\2024\99_NaoClassificado\G.9-RELATORIO-MENSAL-RECURSOS-RECEBIDOS-E-GASTOS-ABR24.pdf,G.9-RELATORIO-MENSAL-RECURSOS-RECEBIDOS-E-GASTOS-ABR24,2024-04,6017703.33,Repasse SES Custeio + Rendimentos + Outras Entradas,HETRIN,IMED,2024,4,mensal,5758552.12,38892855.91
2024,documentos\IMED\HETRIN\2024\99_NaoClassificado\G.9-RELATORIO-MENSAL-RECURSOS-RECEBIDOS-E-GASTOS-DEZ23.pdf,G.9-RELATORIO-MENSAL-RECURSOS-RECEBIDOS-E-GASTOS-DEZ23,2023-12,7553286.75,SES Repasse Custeio + Rendimentos + Outras Entradas,HUTRIN,IMED,2023,12,mensal,9439180.94,40129299.85
2024,documentos\IMED\HETRIN\2024\99_NaoClassificado\G.9-RELATORIO-MENSAL-RECURSOS-RECEBIDOS-E-GASTOS-FEV24.pdf,G.9-RELATORIO-MENSAL-RECURSOS-RECEBIDOS-E-GASTOS-FEV24,2024-02,6095547.81,Repasse SES Custeio + Rendimentos + Outras Entradas,HUTRIN,IMED,2024,2,mensal,5423372.57,41179352.73
2024,documentos\IMED\HETRIN\2024\99_NaoClassificado\G.9-RELATORIO-MENSAL-RECURSOS-RECEBIDOS-E-GASTOS-JUN24.pdf,G.9-RELATORIO-MENSAL-RECURSOS-RECEBIDOS-E-GASTOS-JUN24,2024-06,6369200.86,Repasse SES + Rendimentos + Outras Entradas,HETRIN,IMED,2024,6,mensal,7071846.62,39093324.89
2024,documentos\IMED\HETRIN\2024\99_NaoClassificado\G.9-RELATORIO-MENSAL-RECURSOS-RECEBIDOS-E-GASTOS-MAR24.xlsx,G.9-RELATORIO-MENSAL-RECURSOS-RECEBIDOS-E-GASTOS-MAR24,2024-03,6280710.09,"Repasse SES (Custeio), Rendimentos de Aplicações, Recuperação de Despesas",HUTRIN,IMED,2024,3,mensal,8826358.12,38633704.7
2024,C:\OSS-Goias\documentos\Instituto Patris\HEL\2024\21_Relatorio_Comparativo_Recursos\id3169_Relatório Financeiro - Janeiro_2024 (.xls).xlsx,id3169_Relatório Financeiro - Janeiro_2024 (.xls),2024-01,4681415.52,Repasse SES custeio + fundo rescisório + rendimentos aplicações,HEL,Instituto Patris,2024,1,mensal,4929991.94,5425695.38
2024,C:\OSS-Goias\documentos\Instituto Patris\HEL\2024\21_Relatorio_Comparativo_Recursos\id3170_Relatório Financeiro - Janeiro_2024 (PDF).pdf,id3170_Relatório Financeiro - Janeiro_2024 (PDF),2024-01,4681415.52,Repasse SES Custeio + Fundo Rescisório + Rendimentos,HEL,Instituto Patris,2024,1,mensal,4929991.94,5425695.38
2024,C:\OSS-Goias\documentos\Instituto Patris\HEL\2024\21_Relatorio_Comparativo_Recursos\id3357_Relatório Financeiro - Fevereiro_2024 (PDF).pdf,id3357_Relatório Financeiro - Fevereiro_2024 (PDF),2024-02,4748629.7,Repasse SES custeio + Fundo Rescisório + Rendimentos financeiros,HEL,Instituto Patris,2024,2,mensal,5540765.99,4633559.09
2024,C:\OSS-Goias\documentos\Instituto Patris\HEL\2024\21_Relatorio_Comparativo_Recursos\id3358_Relatório Financeiro - Fevereiro_2024 (.xls).xlsx,id3358_Relatório Financeiro - Fevereiro_2024 (.xls),2024-02,4748629.7,Repasse SES custeio + fundo rescisório + rendimentos financeiros,HEL,Instituto Patris,2024,2,mensal,5540765.99,4633559.09
2024,C:\OSS-Goias\documentos\Instituto Patris\HEL\2024\21_Relatorio_Comparativo_Recursos\id3442_Relatório Financeiro - Março_2024 (.pdf).PDF,id3442_Relatório Financeiro - Março_2024 (.pdf),2024-03,4153390.21,Repasse SES Custeio + Piso Enfermagem + Rendimentos Financeiros,HEL,Instituto Patris,2024,3,mensal,3977102.94,4809846.36
2024,C:\OSS-Goias\documentos\Instituto Patris\HEL\2024\21_Relatorio_Comparativo_Recursos\id3443_Relatório Financeiro - Março_2024 (.xls).xlsx,id3443_Relatório Financeiro - Março_2024 (.xls),2024-03,4153390.21,Repasse SES Custeio + Piso Enfermagem + Rendimentos,HEL,Instituto Patris,2024,3,mensal,3977102.94,4809846.36
2024,C:\OSS-Goias\documentos\Instituto Patris\HEL\2024\21_Relatorio_Comparativo_Recursos\id3505_Relatório Financeiro - Abril_2024 (.pdf).pdf,id3505_Relatório Financeiro - Abril_2024 (.pdf),2024-04,6256355.85,Repasse SES Custeio + Fundo Rescisório + Piso Enfermagem + Rendimentos,HEL,Instituto Patris,2024,4,mensal,5540518.56,5525683.65
2024,C:\OSS-Goias\documentos\Instituto Patris\HEL\2024\21_Relatorio_Comparativo_Recursos\id3506_Relatório Financeiro - Abril_2024 (.xls).xlsx,id3506_Relatório Financeiro - Abril_2024 (.xls),2024-04,6256355.85,"Repasse SES (Custeio, Fundo Rescisório, Piso Enfermagem) + Rendimentos sobre Aplicações Financeiras",HEL,Instituto Patris,2024,4,mensal,5540518.56,5525683.65
2024,C:\OSS-Goias\documentos\Instituto Patris\HEL\2024\21_Relatorio_Comparativo_Recursos\id3589_Relatório Financeiro - Maio_2024 (.pdf).pdf,id3589_Relatório Financeiro - Maio_2024 (.pdf),2024-05,4740853.17,Repasse SES Custeio + Piso Enfermagem + Rendimentos,HEL,Instituto Patris,2024,5,mensal,6235362.92,4031173.9
2024,C:\OSS-Goias\documentos\Instituto Patris\HEL\2024\21_Relatorio_Comparativo_Recursos\id3590_Relatório Financeiro - Maio_2024 (.xls).xlsx,id3590_Relatório Financeiro - Maio_2024 (.xls),2024-05,4740853.17,Repasse SES Custeio + Piso Enfermagem + Rendimentos,HEL,Instituto Patris,2024,5,mensal,6235362.92,4031173.9
