_ano_pasta,_doc_path,_filename,data_assinatura,data_publicacao_doe,fonte_recurso,hospital,indicadores_qualidade_count,metas_fisicas_count,numero_aditivo,numero_contrato,objeto,observacoes,oss_gestora,partes.contratada_oss,partes.contratante,partes.secretaria_supervisora,penalidades_count,recursos_humanos_minimos_count,servicos_especialidades_count,tipo_documento,valor_anual,valor_mensal,valor_total,vigencia.data_fim,vigencia.data_inicio,vigencia.duracao_meses,vigencia.prorrogavel
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id4635_1.26. Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id4635_1.26. Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO,2025-10-30,,Assistência Financeira Complementar da União (Piso Nacional da Enfermagem),HEL,0,0,26,45/2022-SES/GO,"Repasse de Assistência Financeira Complementar da União, visando ao cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras (Piso Nacional da Enfermagem), referente à parcela de setembro/2025, ao Instituto Patris.","Vigésimo Sexto Termo de Apostilamento. Parcela referente a setembro/2025 do Piso Nacional da Enfermagem. Dotação orçamentária: 2025.2850.10.302.1043.2516.03.16050001.50. Nota de Empenho nº 2025.2850.070.00262 (SEI nº 81566728). Processo Administrativo nº 202500010080106, vinculado ao nº 202100010000417. Fundamentado no Parecer Jurídico nº 717/2023-SES/PROCSET e na Portaria GM/MS nº 8.214/2025.",Instituto Patris,Instituto Patris,Secretaria de Estado da Saúde – SES/GO,,0,0,1,termo_apostilamento,,,351184.41,,2025-10-30,,False
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id4636_1.27. Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id4636_1.27. Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO,2025-11-25,,Assistência Financeira Complementar da União (Piso Nacional da Enfermagem),HEL,0,0,27,45/2022-SES/GO,"Repasse de Assistência Financeira Complementar da União, visando ao cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras (Piso Nacional da Enfermagem), referente à parcela de outubro/2025, ao Instituto Patris.","Dotação orçamentária: 2025.2850.10.302.1043.2516.03.16050001.50. Nota de Empenho nº 2025.2850.070.00279 (SEI nº 82665373). Processo Administrativo nº 202500010088505, vinculado ao de nº 202100010000417. SEI nº 000030438497. Fundamentado no Parecer Jurídico nº 717/2023-SES/PROCSET e na Portaria GM/MS nº 8.565/2025.",Instituto Patris,Instituto Patris,Secretaria de Estado da Saúde – SES/GO,Secretaria de Estado da Saúde – SES/GO,0,0,0,termo_apostilamento,,,364394.07,,2025-11-25,,False
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id4662_1.28. Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id4662_1.28. Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO,2025-12-19,,Assistência Financeira Complementar da União / Tesouro Estadual,HEL,0,0,28,45/2022-SES/GO,"Repasse de Assistência Financeira Complementar da União, visando ao cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras (Piso Nacional da Enfermagem), referente à parcela de Novembro de 2025 e à 13ª Parcela do Exercício 2025, ao Instituto Patris","Parcela de Novembro de 2025 equivale a R$ 277.713,43; 13ª Parcela do Exercício 2025 equivale a R$ 355.309,44. Dotação orçamentária 2025.2850.10.302.1043.2516.03.16050001-50. Notas de Empenho nº 2025.2850.070.00337 e nº 2025.2850.070.00323. Processo SEI nº 202500010094863 vinculado ao processo original nº 202100010000417.",Instituto Patris,Instituto Patris,Secretaria de Estado da Saúde – SES/GO,Secretaria de Estado da Saúde – SES/GO,0,0,0,termo_apostilamento,,,633022.87,,2025-12-19,,False
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id4738_1.29. Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id4738_1.29. Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO,2026-01-30,,Assistência Financeira Complementar da União / Dotação orçamentária 2026.2850.10.302.1043.2516.03.26050001-50,HEL,0,0,29,45/2022-SES/GO,"Repasse de Assistência Financeira Complementar da União, visando ao cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras (Piso Nacional da Enfermagem), referente à parcela de Dezembro de 2025, ao Instituto Patris.","Vigésimo Nono Termo de Apostilamento. Processo nº 202600010002862, vinculado ao Processo Original nº 202100010000417. Nota de Empenho nº 2026.2850.131.00016 (SEI nº 85626153). Fundamentado no Parecer Jurídico nº 717/2023-SES/PROCSET e Portaria GM/MS nº 9.624/2025.",Instituto Patris,Instituto Patris,Secretaria de Estado da Saúde – SES/GO,Secretaria de Estado da Saúde – SES/GO,0,0,0,termo_apostilamento,,,269013.77,,2026-01-30,,False
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id4781_1.30. Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id4781_1.30. Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO,2026-02-23,,Assistência Financeira Complementar da União / Tesouro Estadual - dotação orçamentária 2026.2850.10.302.1043.2516.03.16050001-50,HEL,0,0,30,45/2022-SES/GO,"Repasse de Assistência Financeira Complementar da União, visando ao cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras (Piso Nacional da Enfermagem), referente à parcela de Janeiro de 2026, ao Instituto Patris.",Trigésimo Termo de Apostilamento. SEI nº 000030438497. Nota de Empenho nº 2026.2850.057.00025 (SEI nº 86617504). Fundamentado no Parecer Jurídico nº 717/2023-SES/PROCSET e na Portaria GM/MS nº 10.173/2026. Processo nº 202600010009671 vinculado ao Processo Original nº 202100010000417.,Instituto Patris,Instituto Patris,Secretaria de Estado da Saúde - SES/GO,Secretaria de Estado da Saúde - SES/GO,0,0,0,termo_apostilamento,,,273508.39,,2026-02-23,,False
2022,C:\OSS-Goias\documentos\Instituto Patris\HEL\2022\05_Contrato_Gestao_Aditivos\id4810_1.31. Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO.pdf,id4810_1.31. Apostilamento ao Contrato de Gestão nº 45_2022-SES_GO,2026-03-23,,Assistência Financeira Complementar da União / Tesouro Estadual,HEL,0,0,31,45/2022-SES/GO,"Repasse de Assistência Financeira Complementar da União, visando ao cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras (Piso Nacional da Enfermagem), referente à parcela de fevereiro de 2026, ao Instituto Patris.",Trigésimo Primeiro Termo de Apostilamento ao Contrato de Gestão nº 45/2022-SES/GO. Dotação orçamentária 2026.2850.10.302.1043.2516.03.16050001-50. Nota de Empenho nº 2026.2850.057.00040 (SEI nº 87870748). Processo nº 202600010017626 vinculado ao Processo Original nº 202100010000417.,Instituto Patris,Instituto Patris,Secretaria de Estado da Saúde – SES/GO,Secretaria de Estado da Saúde – SES/GO,0,0,0,termo_apostilamento,,,274286.03,,2026-03-23,,False
2023,C:\OSS-Goias\documentos\IDTech\HGG\2023\05_Contrato_Gestao_Aditivos\16. Compêtencias previstas no Contrato de Gestão - 16º Termo Aditivo.pdf,16. Compêtencias previstas no Contrato de Gestão - 16º Termo Aditivo,,,,HGG,2,0,16,024/2012-SES/GO,"Gerenciamento, operacionalização e execução das ações e serviços de saúde no Hospital Estadual Dr. Alberto Rassi – HGG","O documento apresenta apenas as Competências Previstas do 16º Termo Aditivo ao Contrato de Gestão nº 024/2012-SES/GO. Demais cláusulas e particularidades (valores, metas físicas detalhadas, indicadores com metas numéricas) constam no texto integral do Termo Aditivo referenciado ao final do documento. Vigência: 13/03/2023 a 12/03/2024.",IDTECH,Instituto de Desenvolvimento Tecnológico e Humano – IDTECH,"Estado de Goiás, por intermédio da Secretaria de Estado da Saúde",Secretaria de Estado da Saúde de Goiás – SES/GO,2,3,17,termo_aditivo,,,,2024-03-12,2023-03-13,12,False
2023,C:\OSS-Goias\documentos\ISG\HDT\2023\05_Contrato_Gestao_Aditivos\16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2.pdf,16o-Termo-Aditivo-2023-ao-CG-n.o-091-2012-–-SES.GO_-2,2024-09-13,2024-09-17,Recursos não vinculados de impostos - Receitas Ordinárias (Fundo Estadual de Saúde - FES),HDT,14,17,16,091/2012-SES/GO,Prorrogação do prazo de vigência do Contrato de Gestão nº 091/2012-SES/GO por 24 meses (24/06/2023 a 24/06/2025); repasse de recursos financeiros para custeio dos Programas de Residência Médica e em Área de Saúde do HDT; repasse de recursos financeiros para custeio da integralidade da folha dos servidores cedidos ao ISG com lotação no HDT; readequação dos valores de repasse mensal para o custeio da Unidade.,"Valor total do aditivo de R$ 221.175.443,76 composto por: R$ 183.217.693,44 (custeio assistencial - 24 parcelas de R$ 7.634.070,56); R$ 2.502.251,52 (Residência Médica e Multiprofissional - 24 parcelas de R$ 104.260,48); R$ 35.455.498,80 (folha de servidores cedidos - 24 parcelas estimadas de R$ 1.477.312,45). Parte fixa: 90% (R$ 6.870.663,50/mês); parte variável: 10% (R$ 763.407,06/mês). Notas de empenho: 00033 e 00034, ambas de 11/06/2024, totalizando R$ 47.977.652,68. Capacidade instalada: 10 leitos UTI Adulto, 10 leitos UI Crítica, 4 leitos UTI Pediátrica, 8 leitos Clínica Pediátrica, 70 leitos Clínica Médica Adulto, 1 leito cirúrgico, 10 poltronas leito dia, 6 leitos observação, 3 salas Centro Cirúrgico, 4 leitos RPA, 11 consultórios. CNES: 2506661. Documento assinado em 12-13/09/2024 e publicado no DOE em 17/09/2024.",ISG,Instituto Sócrates Guanaes - ISG,Estado de Goiás - Secretaria de Estado da Saúde/SES-GO,Secretaria de Estado da Saúde de Goiás,6,18,28,termo_aditivo,,9215643.49,221175443.76,2025-06-24,2023-06-24,24,False
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1700488721202-Competencias 1° termo aditivo.pdf,1700488721202-Competencias 1° termo aditivo,,,,HEANA,9,2,1,66/2019,"Gerenciamento, operacionalização e execução das ações e serviços de saúde do Hospital Estadual de Urgências de Anápolis Dr. Henrique Santillo (HUANA), incluindo projeto especial e transitório para implantação de leitos críticos de UTI para atendimento de pacientes com sintomas respiratórios e/ou suspeita de coronavírus, por período de 06 meses.","Documento denominado 'Competências previstas no Contrato de Gestão N° 66/2019 SES/GO' referente ao 1° Termo Aditivo. Vigência iniciada em 15/01/2021. Projeto Especial e Transitório para implantação de 18 leitos críticos de UTI Adulto para enfrentamento da pandemia de COVID-19, com estimativa de 547 pacientes-dia/mês e taxa de ocupação de 100%, no período de 16/07/2020 a 15/01/2021. Documento atualizado em 30 de maio de 2023 e assinado eletronicamente por João Pedro dos Santos Pereira, Diretor Executivo da FUNEV-HEANA.",FUNEV,Fundação Universitária Evangélica - FUNEV,Estado de Goiás / Secretaria de Estado da Saúde de Goiás (SES/GO),Secretaria de Estado da Saúde de Goiás (SES/GO),3,2,9,termo_aditivo,,,,,2021-01-15,,False
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1700501422686-Competencias 2° termo aditivo.pdf,1700501422686-Competencias 2° termo aditivo,2021-04-26,,,HEANA,2,1,2,66/2019,"Gerenciamento, operacionalização e execução das ações e serviços de saúde do Hospital Estadual de Urgências de Anápolis Dr. Henrique Santillo, com implementação de 18 leitos críticos com perfil de UTI Convencional para o período de 16/01/2021 a 15/07/2021","Documento intitulado 'Competências Previstas no Contrato de Gestão Nº 66/2019 SES/GO' refere-se ao 2º Termo Aditivo, com início de vigência em 26/04/2021. O documento foi atualizado em 30/05/2023 e assinado pelo Diretor Executivo da FUNEV - HEANA. Contempla a permanência dos 18 leitos UTI Convencional estabelecidos no 1º Termo Aditivo. Taxa de ocupação estimada de 90% para os leitos críticos. Período de produção estimada: 16/01/2021 a 15/07/2021 (6 meses).",FUNEV,Fundação Universitária Evangélica - FUNEV,Estado de Goiás / Secretaria de Estado da Saúde de Goiás (SES/GO),Secretaria de Estado da Saúde de Goiás,3,0,4,termo_aditivo,,,,,2021-04-26,,False
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1701365936859-2° Apostila_merged.pdf,1701365936859-2° Apostila_merged,2023-10-26,2023-10-30,Assistência financeira complementar da União (Portaria GM/MS nº 1.135/2023) / Tesouro Estadual - Dotação Orçamentária 2850.10.302.1043.2149.03.16000232.50,HEANA,0,0,2,66/2019-SES/GO,"Repasse de assistência financeira da União para cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras no contexto das unidades de saúde geridas por organizações sociais de saúde ou fundações, conforme Portaria GM/MS nº 1.135/2023.","O valor corresponde a 1 (uma) parcela estimada de R$ 660.456,28, referente à assistência financeira complementar da União. Permanecem inalteradas as cláusulas do contrato original e seus aditivos não modificadas por este instrumento. Nota de Empenho nº 00065 (SEI 52968012). Processo Administrativo nº 201900010008114. Documento assinado eletronicamente por Sergio Alberto Cunha Vencio, Secretário de Estado, em 26/10/2023.",FUNEV,"Fundação Universitária Evangélica - FUNEV, CNPJ nº 07.776.237/0001-08",Estado de Goiás - Secretaria de Estado da Saúde,Secretaria de Estado da Saúde de Goiás,0,0,0,termo_apostilamento,,,660456.28,,,,False
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1701365960092-3° Apostila_merged.pdf,1701365960092-3° Apostila_merged,2023-11-16,2023-11-17,Assistência financeira complementar da União - Portaria GM/MS nº 1.135/2023,HEANA,0,0,,66/2019-SES/GO,"Repasse de assistência financeira da União para cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras no contexto das unidades de saúde geridas por organizações sociais de saúde ou fundações","3º Apostilamento ao Contrato de Gestão nº 66/2019-SES/GO. Repasse de 1 (uma) parcela estimada em R$ 599.716,26. Despesas atendidas com recursos da Nota de Empenho nº 00083 (53779157), dotação orçamentária 2850.10.302.1043.2149.03.16000232.50. Fundamento no Parecer Jurídico nº 717/2023 - PROCSET e Portaria Ministerial nº 1.135/2023. Processo Administrativo nº 201900010008114. Signatário: Sérgio Alberto Cunha Vêncio - Secretário de Estado da Saúde.",FUNEV,Fundação Universitária Evangélica - FUNEV,Estado de Goiás - Secretaria de Estado da Saúde,Secretaria de Estado da Saúde,0,0,0,termo_apostilamento,,,599716.26,,2023-11-16,,False
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019.pdf,1772651247549-4_Termo_Aditivo_ao_Contrato_de_Gestão_nº_662019,2022-08-03,2022-08-04,Recursos não vinculados de impostos - Receitas Ordinárias e Transferências fundo a fundo de Recursos do SUS,HEANA,12,13,4,66/2019-SES/GO,Repactuação das metas de produção e desempenho do Hospital Estadual de Anápolis Dr. Henrique Santillo - HEANA; readequação do valor de repasse mensal; aporte de recursos financeiros referente à folha de pagamento dos servidores cedidos à FUNEV com lotação no HEANA; pactuação e introdução dos Programas de Residência Médica e Multiprofissional e em Área Profissional da Saúde; alteração de cláusulas com inclusão de obrigações em razão de adequação à minuta-padrão da PGE.,"Vigência do 4º Termo Aditivo contada a partir de 03/08/2022 até o encerramento do Contrato de Gestão nº 066/2019-SES/GO em 17/11/2023. O valor total de R$ 52.766.868,31 refere-se ao acréscimo trazido pelo aditivo (diferença entre custo total estimado e valor anteriormente pago). Repasse mensal estruturado em: 1ª parcela R$ 2.846.464,51; 2ª a 9ª parcela R$ 3.009.045,13; 10ª em diante R$ 3.197.450,66; mais aporte mensal de R$ 15.790,44 para servidores cedidos (2 servidores). Parte fixa 90% e parte variável 10% do custeio mensal total. Publicado no DOE em 04/08/2022.",FUNEV,Fundação Universitária Evangélica - FUNEV,Estado de Goiás - Secretaria de Estado da Saúde/SES-GO,Secretaria de Estado da Saúde de Goiás,4,2,18,termo_aditivo,,,52766868.31,2023-11-17,2022-08-03,,False
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\1o-Apostilamento-Contrato-de-gestao-037-2019-assinado.pdf,1o-Apostilamento-Contrato-de-gestao-037-2019-assinado,2023-10-26,,Assistência financeira complementar da União (Portaria GM/MS nº 1.135/2023) / Tesouro Estadual - dotação orçamentária 2850.10.302.1043.2149.03.16000232.50,HETRIN,0,0,,37/2019-SES/GO,"Repasse financeiro complementar da União ao IMED referente ao piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras, conforme Portaria GM/MS nº 1.135/2023, no valor de 1 parcela estimada em R$ 667.128,20, para o Hospital Estadual de Trindade Walda Ferreira dos Santos - HETRIN.",Fundamentado no Parecer Jurídico nº 717/2023 - PROCSET (52689616) e no Despacho nº 326/2023-GEMOD (52812996). Nota de Empenho nº 00077 (53059983). Processo Administrativo nº 201900010008727. As demais cláusulas do contrato original e seus aditivos permanecem inalteradas.,IMED,"Instituto de Medicina, Estudos e Desenvolvimento - IMED, CNPJ nº 19.324.171/0001-02","Estado de Goiás, por intermédio da Secretaria de Estado de Saúde",Secretaria de Estado da Saúde de Goiás - SES/GO,0,0,0,termo_apostilamento,,,667128.2,,,,False
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\1o-Apostilamento-Contrato-de-gestao-037-2019-publicacao.pdf,1o-Apostilamento-Contrato-de-gestao-037-2019-publicacao,2023-10-26,2023-10-30,União (assistência financeira federal),HETRIN,0,0,1,37/2019-SES/GO,"Repasse de assistência financeira da União para cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras no contexto das unidades de saúde geridas por organizações sociais de saúde ou fundações",Dotação Orçamentária: 2850.10.302.1043.2149.03.16000232.50. Processo nº: 201900010008727. Signatário: Sérgio Alberto Cunha Vêncio - Secretário de Estado da Saúde.,IMED,"Instituto de Medicina, Estudos e Desenvolvimento - IMED",Estado de Goiás - Secretaria de Estado da Saúde,Secretaria de Estado da Saúde,0,0,0,termo_apostilamento,,,667128.2,,,,False
2023,C:\OSS-Goias\documentos\IGH\HEAPA\2023\05_Contrato_Gestao_Aditivos\2023 - 1° APOSTILAMENTO AO CONTRATO DE GESTÃO Nº 096.2016-SESGO.pdf,2023 - 1° APOSTILAMENTO AO CONTRATO DE GESTÃO Nº 096.2016-SESGO,2023-09-21,2023-09-22,Assistência financeira complementar da União / Tesouro Estadual - Dotação Orçamentária 2850.10.302.1043.2149.03.16000232.50,HEAPA,0,0,1,096/2016-SES/GO,"Repasse de assistência financeira complementar da União para cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras no contexto das unidades de saúde geridas por organizações sociais de saúde ou fundações, conforme Portaria GM/MS nº 1.135/2023","O apostilamento prevê 04 parcelas mensais estimadas em R$ 15.914,29 cada, totalizando R$ 63.657,16. As despesas serão atendidas com recursos da Nota de Empenho nº 00047 (51842728). O DOE de 22/09/2023 também lista dois extratos distintos do 1º Apostilamento ao Contrato de Gestão nº 96/2016-SES/GO com valores de R$ 14.163,88 (Protocolo 409123) e R$ 52.273,56 (Protocolo 409125), ambos referentes ao mesmo contrato e IGH. O documento principal (SEI 51927717) refere-se ao Processo Administrativo nº 201200010002131. Permanecem inalteradas as demais cláusulas do contrato original e seus aditivos.",IGH,Instituto de Gestão e Humanização - IGH,Estado de Goiás - Secretaria de Estado da Saúde,Secretaria de Estado da Saúde,0,0,0,termo_apostilamento,,15914.29,63657.16,,,,False
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\2o-Apostilamento-Contrato-de-gestao-037-2019-assinado.pdf,2o-Apostilamento-Contrato-de-gestao-037-2019-assinado,2023-11-22,,Assistência financeira complementar da União (Portaria GM/MS nº 1.135/2023),HETRIN,0,0,2,37/2019-SES/GO,"Repasse financeiro referente à assistência financeira complementar da União para cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras, conforme Portaria GM/MS nº 1.135/2023, no valor de 1 (uma) parcela estimada em R$ 132.730,12.","2º Apostilamento ao Contrato de Gestão nº 37/2019-SES/GO. Despesas atendidas com recursos da Nota de Empenho nº 00089 (53936517), dotação orçamentária 2850.10.302.1043.2149.03.16000232.50. Permanecem inalteradas as cláusulas do contrato original e seus aditivos não modificadas por este instrumento. Processo Administrativo nº 201900010008727. SEI 53939540.",IMED,"Instituto de Medicina, Estudos e Desenvolvimento - IMED, CNPJ nº 19.324.171/0001-02","Estado de Goiás, por intermédio da Secretaria de Estado da Saúde - SES/GO",Secretaria de Estado da Saúde - SES/GO,0,0,0,termo_apostilamento,,,132730.12,,2023-11-22,,False
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\2o-Apostilamento-Contrato-de-gestao-037-2019-publicacao-retificacao.pdf,2o-Apostilamento-Contrato-de-gestao-037-2019-publicacao-retificacao,2023-11-22,2023-11-24,,HETRIN,0,0,2,37/2019-SES/GO,"Retificação do 2º Apostilamento ao Contrato de Gestão nº 37/2019-SES/GO, para estabelecer a data de assinatura como 22/11/2023 (onde se lia: __/11/2023)","Documento é extrato de retificação do 2º Apostilamento ao Contrato de Gestão nº 37/2019-SES/GO. A única correção realizada foi a data de assinatura: onde se lia '__/11/2023', leia-se '22/11/2023'. Signatário: Sérgio Alberto Cunha Vêncio - Secretário de Estado da Saúde. Processo nº: 201900010008727.",IMED,"Instituto de Medicina, Estudos e Desenvolvimento - IMED",Estado de Goiás - Secretaria de Estado da Saúde,Secretaria de Estado da Saúde,0,0,0,termo_apostilamento,,,,,,,False
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\2o-Apostilamento-Contrato-de-gestao-037-2019-publicacao.pdf,2o-Apostilamento-Contrato-de-gestao-037-2019-publicacao,,2023-11-23,Transferência da União (piso salarial nacional de enfermagem),HETRIN,0,0,2,37/2019-SES/GO,"Repasse de assistência financeira da União para cumprimento do piso salarial nacional de enfermeiros, técnicos e auxiliares de enfermagem e parteiras no contexto das unidades de saúde geridas por organizações sociais de saúde ou fundações.",Dotação Orçamentária: 2850.10.302.1043.2149.03.16000232.50. Signatário: Sérgio Alberto Cunha Vêncio - Secretário de Estado. Protocolo 421230. Data da assinatura registrada como __/11/2023 (dia não preenchido).,IMED,"Instituto de Medicina, Estudos e Desenvolvimento - IMED",Estado de Goiás - Secretaria de Estado da Saúde,Secretaria de Estado da Saúde,0,0,0,termo_apostilamento,,,132730.12,,,,False
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\4o-TA-Hetrin_037-2019.pdf,4o-TA-Hetrin_037-2019,2023-10-10,,Transferências Fundo a Fundo de Recursos do SUS e Recursos não vinculados de impostos - Receitas Ordinárias,HETRIN,14,12,4,037/2019-SES/GO,Prorrogação do prazo de vigência do Contrato de Gestão nº 037/2019-SES/GO por 48 meses; alteração de metas com implantação de novos serviços (cirurgia bucomaxilofacial e ortopedia/traumatologia) e retirada de outros; readequação do valor de repasse mensal; e aporte de recursos financeiros referente à folha de pagamento dos servidores cedidos ao IMED com lotação no HETRIN.,"O 4º Termo Aditivo ao Contrato de Gestão nº 037/2019-SES/GO prorroga a vigência por 48 meses (25/08/2023 a 24/08/2027). Valor mensal de custeio: R$ 5.796.227,99 (90% parte fixa = R$ 5.216.605,19; 10% variável = R$ 579.622,80). Aporte mensal estimado para folha de servidores cedidos: R$ 13.569,22 (2 Técnicos em Enfermagem). Valor total do aditivo: R$ 278.870.266,08. Notas de empenho: 00036 e 00135, ambas de 24/08/2023, totalizando R$ 24.344.157,56. Fonte de recurso: Transferências Fundo a Fundo SUS (16000232) e Receitas Ordinárias (15000100). O hospital possui 46 leitos gerais e 10 leitos complementares (UTI). CNES: 5095808. Processo administrativo nº 201900010008727. Documento assinado eletronicamente em 10/10/2023.",IMED,"IMED - Instituto de Medicina, Estudos e Desenvolvimento","Estado de Goiás, por intermédio da Secretaria de Estado da Saúde – SES/GO",Secretaria de Estado da Saúde de Goiás – SES/GO,5,3,28,termo_aditivo,,5809797.21,278870266.08,2027-08-24,2023-08-25,48,False
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\competencias 3° termo aditivo.pdf,competencias 3° termo aditivo,2023-05-30,,,HEANA,7,0,3,66/2019,"Gerenciamento, operacionalização e execução das ações e serviços de saúde do Hospital Estadual de Anápolis Dr. Henrique Santillo","Documento trata das competências previstas no 3º Termo Aditivo ao Contrato de Gestão Nº 66/2019 SES/GO, com início de vigência em 19/10/2021, atualizado em 30/05/2023. O documento é assinado pelo Diretor Executivo da FUNEV - HEANA, João Pedro dos Santos Pereira. Contém apenas a Cláusula Segunda (obrigações e responsabilidades do parceiro privado), Cláusula Décima Segunda (transparência) e Especificações Técnicas. Não há valores financeiros nem metas numéricas explicitadas neste documento.",FUNEV,Fundação Universitária Evangélica - FUNEV,Estado de Goiás / Secretaria de Estado da Saúde de Goiás (SES/GO),Secretaria de Estado da Saúde de Goiás,5,0,6,termo_aditivo,,,,,2021-10-19,,False
2023,C:\OSS-Goias\documentos\FUNEV\HEANA\2023\05_Contrato_Gestao_Aditivos\Competencias Contrato de gestão.pdf,Competencias Contrato de gestão,2019-11-25,,,HEANA,7,0,,66/2019,"Gerenciamento, operacionalização e execução das ações e serviços de saúde do Hospital Estadual de Anápolis Dr. Henrique Santillo","Documento denominado 'Competências Previstas no Contrato de Gestão Nº 66/2019 SES/GO', elaborado pela FUNEV, descrevendo a Cláusula Segunda (obrigações e responsabilidades do parceiro privado), Cláusula Décima Segunda (transparência) e Especificações Técnicas do contrato. Não é o contrato original nem um aditivo, mas um documento descritivo/resumo das obrigações. Atualizado em 28/03/2023 e assinado digitalmente em 10/05/2023 pelo Diretor Executivo João Pedro dos Santos Pereira. Vigência iniciada em 25/11/2019.",FUNEV,Fundação Universitária Evangélica - FUNEV,Estado de Goiás / Secretaria de Estado da Saúde de Goiás,Secretaria de Estado da Saúde de Goiás,4,2,9,outro,,,,,2019-11-25,,False
2023,C:\OSS-Goias\documentos\IMED\HETRIN\2023\05_Contrato_Gestao_Aditivos\COMPETENCIAS-PREVISTAS-NO-CONTRATO-DE-GESTAO-HETRIN-1.pdf,COMPETENCIAS-PREVISTAS-NO-CONTRATO-DE-GESTAO-HETRIN-1,2019-08-25,,,HETRIN,0,0,,037/2019,"Gestão do Hospital Estadual Trindade - Walda Ferreira dos Santos (HETRIN) pelo IMED, com execução de atividades e serviços de saúde conforme Edital de Chamamento e Proposta de Trabalho, incluindo obrigações de gestão de pessoal, patrimônio, transparência e prestação de contas.","Documento é uma compilação das competências previstas no Contrato de Gestão nº 037/2019-SES/GO e seus aditivos (1º em 13/10/2020, 2º em 25/03/2021, 3º em 21/07/2022), além das competências do Estatuto Social do IMED (constituído em 29/08/2013, última atualização em 16/10/2023), elaborada para fins do Portal da Transparência conforme Art. 6º, §1º, I da Lei Estadual nº 18.025/2013.",IMED,"IMED – Instituto de Medicina, Estudos e Desenvolvimento",Estado de Goiás (Parceiro Público),Secretaria de Estado da Saúde de Goiás (SES/GO),3,0,14,outro,,,,,2019-08-25,,False
